Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link,ï»¿Category
komplek housing,Komplek perumahan,Winda panju,"M479+7G8, Owata, Kec. Bulango Ulu, Kabupaten Bone Bolango, Gorontalo 96582","Owata, Kec. Bulango Ulu, Kabupaten Bone Bolango",GORONTALO,96582.0,Indonesia,,,,0.6625338,1.231.176.779,https://maps.google.com/?cid=0x0:0xa0b75ef88b1091f3,,
komplek housing,Pembangunan Perumahan,Home Ramli Karim,"J3JH+CJR, Boidu, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo 96181","Boidu, Kec. Bulango Utara, Kabupaten Bone Bolango",GORONTALO,96181.0,Indonesia,,,,0.6311112,1.230.790.264,https://maps.google.com/?cid=0x0:0xca15bd392da26d93,,
komplek housing,Komplek perumahan,An Nur Home's,"J37M+XG2, Dunggala, Kec. Tapa, Kabupaten Bone Bolango, Gorontalo 96181","Dunggala, Kec. Tapa, Kabupaten Bone Bolango",GORONTALO,96181.0,Indonesia,85398611162.0,,,0.614884,1.230.837.784,https://maps.google.com/?cid=0x0:0x22ec531cd35ee128,,
komplek housing,Komplek perumahan,Crist Home,"J3FF+WQG, Suka Damai, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo 96181","Suka Damai, Kec. Bulango Utara, Kabupaten Bone Bolango",GORONTALO,96181.0,Indonesia,81916669152.0,,,0.6248008,1.230.744.644,https://maps.google.com/?cid=0x0:0x569ae169af2b8cdb,,
komplek housing,,Rumah 2R,"J3QQ+4HV, Kopi, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.6380092,1.230.885.518,https://maps.google.com/?cid=0x0:0xfb67903000c9e0b2,,
komplek housing,Komplek perumahan,Rumah Alim Ibrahim,"M33Q+H39, Tuloa, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.653901,1.230.877.224,https://maps.google.com/?cid=0x0:0xac1e77033f2da54f,,
komplek housing,Komplek perumahan,Aura home,"J34R+C89, Talumopatu, Kec. Tapa, Kabupaten Bone Bolango, Gorontalo 96126","Talumopatu, Kec. Tapa, Kabupaten Bone Bolango",GORONTALO,96126.0,Indonesia,82296421662.0,,,0.606023,1.230.909.967,https://maps.google.com/?cid=0x0:0x8cb25f84e92b5ce8,,
komplek housing,Komplek perumahan,rumah putrii,"J38G+HFJ, Lomaya, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo 96181","Lomaya, Kec. Bulango Utara, Kabupaten Bone Bolango",GORONTALO,96181.0,Indonesia,,,,0.6164717,1.230.761.513,https://maps.google.com/?cid=0x0:0xd84cd685919e7524,,
komplek housing,Komplek perumahan,Ayuu Home,"M479+HWW, Owata, Kec. Bulango Ulu, Kabupaten Bone Bolango, Gorontalo 96582","Owata, Kec. Bulango Ulu, Kabupaten Bone Bolango",GORONTALO,96582.0,Indonesia,,,,0.6639968,1.231.198.371,https://maps.google.com/?cid=0x0:0x531f2bde7b21fe25,,
komplek housing,Komplek perumahan,Batwil Boidu,"J3MJ+7F8, Boidu, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo 96181","Boidu, Kec. Bulango Utara, Kabupaten Bone Bolango",GORONTALO,96181.0,Indonesia,,,,0.6331889,1.230.811.363,https://maps.google.com/?cid=0x0:0xe834369ebcc538a1,,
komplek housing,Komplek perumahan,Enjelina,"J3WG+3C8, Tupa, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo 96181","Tupa, Kec. Bulango Utara, Kabupaten Bone Bolango",GORONTALO,96181.0,Indonesia,,,,0.6451632,1.230.760.876,https://maps.google.com/?cid=0x0:0xa35e391f36a7a2bc,,
komplek housing,Komplek perumahan,ABJUL'S HOME,"J3MH+PJ6 rumah deretan ketiga disebelah kanan KUA, Kompleks KUA, Bulango Utara, Bone Bolango Regency, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.6342993,1.230.790.196,https://maps.google.com/?cid=0x0:0x2296e49995773405,,
komplek housing,Komplek perumahan,Nshome,"J3QQ+2QX, Kopi, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo 96181","Kopi, Kec. Bulango Utara, Kabupaten Bone Bolango",GORONTALO,96181.0,Indonesia,,,,0.6376069,1.230.894.748,https://maps.google.com/?cid=0x0:0x34463afdcc038afa,,
komplek housing,Komplek perumahan,My home linda,"J3CP+V2F, Lomaya, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.6221925,1.230.850.448,https://maps.google.com/?cid=0x0:0xcf83532cbaf3c756,,
komplek housing,Komplek perumahan,Rumah intan ishak,"J3HJ+JGF, Boidu, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.629057,123.081.288,https://maps.google.com/?cid=0x0:0xd7dce2fdcab34352,,
komplek housing,Komplek perumahan,Fitra home,"M33M+5M, Tupa, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo 96181","Tupa, Kec. Bulango Utara, Kabupaten Bone Bolango",GORONTALO,96181.0,Indonesia,,,,0.653025,123.085.498,https://maps.google.com/?cid=0x0:0xd8d54a9d8d7e046a,,
komplek housing,Komplek perumahan,Anti igirisa,"M466+2JW, Owata, Kec. Bulango Ulu, Kabupaten Bone Bolango, Gorontalo 96582","Owata, Kec. Bulango Ulu, Kabupaten Bone Bolango",GORONTALO,96582.0,Indonesia,,,,0.660784,1.231.113.436,https://maps.google.com/?cid=0x0:0xc5dc4c5806173540,,
komplek housing,komplek housing,Kec. Bulango Utara,"Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.611887,1.230.694.539,https://maps.google.com/?cid=0x0:0xcb87096c89595848,,
komplek housing,Komplek perumahan,Ais Ali,"M47F+VHP, Owata, Kec. Bulango Ulu, Kabupaten Bone Bolango, Gorontalo 96582","Owata, Kec. Bulango Ulu, Kabupaten Bone Bolango",GORONTALO,96582.0,Indonesia,,,,0.6647228,1.231.239.481,https://maps.google.com/?cid=0x0:0xd2a3822becc1b09f,,
komplek housing,Komplek perumahan,Belle Li Ziah,"Permata, Kec. Tilongkabila, Kabupaten Bone Bolango, Gorontalo 96582","Kec. Tilongkabila, Kabupaten Bone Bolango",GORONTALO,96582.0,Indonesia,8124445253.0,,,0.5816491,1.231.008.583,https://maps.google.com/?cid=0x0:0xe6382cb5f14ccaa2,,
komplek housing,Komplek perumahan,F2IBRAHIM,"H4X2+GGW, Jln. Tutuwoto, Bulotalangi, Kec. Bulango Tim., Kabupaten Bone Bolango, Gorontalo 96126","Jln. Tutuwoto, Bulotalangi, Kec. Bulango Tim., Kabupaten Bone Bolango",GORONTALO,96126.0,Indonesia,,,,0.5979809,1.231.012.206,https://maps.google.com/?cid=0x0:0xce7b7233afb3a22f,,
komplek housing,Komplek perumahan,iki daud,"H3VQ+G2M, Jl. Remaja, Huntu Utara, Kec. Bulango Sel., Kabupaten Bone Bolango, Gorontalo 96125","Jl. Remaja, Huntu Utara, Kec. Bulango Sel., Kabupaten Bone Bolango",GORONTALO,96125.0,Indonesia,,,,0.59445,123.087.479,https://maps.google.com/?cid=0x0:0xc873862d2388867d,,
komplek housing,Toko bahan makanan,RUMAH A2,"J3FP+G2F, Jl. Irigasi Lomaya, Lomaya, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo 96181","Jl. Irigasi Lomaya, Lomaya, Kec. Bulango Utara, Kabupaten Bone Bolango",GORONTALO,96181.0,Indonesia,,,,0.6238101,1.230.850.462,https://maps.google.com/?cid=0x0:0xd696f1e173d91f0a,,
komplek housing,komplek housing,Kec. Bulawa,"Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.3235608,1.232.791.308,https://maps.google.com/?cid=0x0:0x699c4156b9c92e87,,
komplek housing,komplek housing,Rumah vika,"87Q3+52P, Nyiur Hijau, Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo 96585","Nyiur Hijau, Kec. Bulawa, Kabupaten Bone Bolango",GORONTALO,96585.0,Indonesia,,,,0.337876,123.252.808,https://maps.google.com/?cid=0x0:0xbce94fa66dfd551e,,
komplek housing,Komplek perumahan,Hamrain Gunibala,"88C2+34W, Mamungaa Tim., Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.3211863,123.300.483,https://maps.google.com/?cid=0x0:0xedf79b687c14028c,,
komplek housing,komplek housing,Harun gintulangi,"87FH+FM3, Desa, dunggilata, Bulawa, Bone Bolango Regency, Gorontalo 96585","Desa, dunggilata, Bulawa, Bone Bolango Regency",GORONTALO,96585.0,Indonesia,,,,0.3236258,1.232.791.775,https://maps.google.com/?cid=0x0:0x2c89f48724b00946,,
komplek housing,Komplek perumahan,Rumah Bpk. Saprudin Hulalata,"87JJ+5VX, Bunga Hijau, Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo 96585","Bunga Hijau, Kec. Bulawa, Kabupaten Bone Bolango",GORONTALO,96585.0,Indonesia,,,,0.3304818,1.232.822.195,https://maps.google.com/?cid=0x0:0x237db64fd94615d8,,
komplek housing,Perhimpunan Pengembang Perumahan,Rika buako,"88C2+PCV, Mamungaa Tim., Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.3218477,1.233.010.296,https://maps.google.com/?cid=0x0:0x376ca1baecac5f87,,
komplek housing,Komplek perumahan,Home Bibi Rona,"87FH+V38, Jl. Trans Sulawesi, Mopuya, Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo 96585","Jl. Trans Sulawesi, Mopuya, Kec. Bulawa, Kabupaten Bone Bolango",GORONTALO,96585.0,Indonesia,,,,0.3247474,123.277.745,https://maps.google.com/?cid=0x0:0x982f8bea0cd02139,,
komplek housing,Komplek perumahan,Ewin  Olin,"87Q3+R9V, Nyiur Hijau, Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.3391198,1.232.541.843,https://maps.google.com/?cid=0x0:0xa1ad01a192fdec34,,
komplek housing,Komplek perumahan,HOME UMMIYAFKAR,"88C2+34W, Mamungaa Tim., Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.3216091,123.299.724,https://maps.google.com/?cid=0x0:0xfa8a740a660c8ccf,,
komplek housing,Perhimpunan Pengembang Perumahan,Decan home,"87HJ+R63 Tempat stap, Bunga Hijau, Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.3289064,1.232.804.408,https://maps.google.com/?cid=0x0:0x5a52fddeb56c70c2,,
komplek housing,komplek housing,'ca House,"96Q8+FM4, Bilungala Utara, Kec. Bonepantai, Kabupaten Bone Bolango, Gorontalo 96585","Bilungala Utara, Kec. Bonepantai, Kabupaten Bone Bolango",GORONTALO,96585.0,Indonesia,,,,0.3886401,1.232.167.021,https://maps.google.com/?cid=0x0:0xaa1d21da9ac8251d,,
komplek housing,Komplek perumahan,Arman Batanga,"87Q3+V89, Jl. Trans Sulawesi, Desa Pinomontiga, Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo 96585","Jl. Trans Sulawesi, Desa Pinomontiga, Kec. Bulawa, Kabupaten Bone Bolango",GORONTALO,96585.0,Indonesia,82340139227.0,,,0.339674,1.232.533.576,https://maps.google.com/?cid=0x0:0x250d606c1b479355,,
komplek housing,Komplek perumahan,Fatra djahima,"87FH+FM3, Mopuya, Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.3236258,1.232.791.775,https://maps.google.com/?cid=0x0:0x8adbeb5f2cf4864a,,
komplek housing,Komplek perumahan,RAHMACOM,"887G+GXC, Inomata, Kec. Bone Raya, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.3138003,1.233.273.972,https://maps.google.com/?cid=0x0:0xabe83d76ea017dc5,,
komplek housing,komplek housing,Fitri Tangahu,"87FG+W79, Mopuya, Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.3247896,1.232.757.499,https://maps.google.com/?cid=0x0:0xf235b5a7ed1e9c34,,
komplek housing,Komplek perumahan,Irsan Usman,"87Q2+7X5, Nyiur Hijau, Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo 96585","Nyiur Hijau, Kec. Bulawa, Kabupaten Bone Bolango",GORONTALO,96585.0,Indonesia,,,,0.338125,1.232.524.854,https://maps.google.com/?cid=0x0:0x7d41438388e5b5f8,,
komplek housing,Komplek perumahan,Rumah le halto mooduto,"878V+X2R, Mamungaa, Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.317489,123.292.503,https://maps.google.com/?cid=0x0:0x1c503cfc6de79056,,
komplek housing,Komplek perumahan,Pikal ibrahim,"887F+FFM, Pelita Jaya, Kec. Bone Raya, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.3137035,1.233.236.674,https://maps.google.com/?cid=0x0:0x5e38c50ae905a481,,
komplek housing,Komplek perumahan,Shela yahya,"887G+R83, Pelita Jaya, Kec. Bone Raya, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.3144988,1.233.266.368,https://maps.google.com/?cid=0x0:0x18c6be304525782c,,
komplek housing,Komplek perumahan,Posko KKS-T 2022 IAIN Sultan Amai Gorontalo,"87CV+GX9, Mamungaa, Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo 96585","Mamungaa, Kec. Bulawa, Kabupaten Bone Bolango",GORONTALO,96585.0,Indonesia,,,,0.321619,1.232.945.351,https://maps.google.com/?cid=0x0:0x40512f337e326259,,
komplek housing,Perhimpunan Pengembang Perumahan,Kaidundu Barat,"87J6+VWQ, Jl. Trans Sulawesi, Kaidundu, Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.3322041,1.232.623.566,https://maps.google.com/?cid=0x0:0xbfb431531fcf1eec,,
komplek housing,Komplek perumahan,Rumah nida wolingalo,"87M3+JW4, Nyiur Hijau, Kec. Bulawa, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.334113,123.254.307,https://maps.google.com/?cid=0x0:0xd2a67197cc472aa8,,
komplek housing,Komplek perumahan,Perumahan Puri Cendana,"Q389+J4X, Grand, Jl. Semeru Raya, Sumberjaya, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510","Grand, Jl. Semeru Raya, Sumberjaya, Kec. Tambun Sel., Kabupaten Bekasi",GORONTALO,17510.0,Indonesia,,,,-6.233.377,1.070.678.622,https://maps.google.com/?cid=0x0:0x4024173714fa4c9f,,
komplek housing,Pembangunan Perumahan,Perumahan Kota Serang Baru,"Jl. Apel VI No.9, Sukaragam, Kec. Serang Baru, Kabupaten Bekasi, Jawa Barat 17330","Sukaragam, Kec. Serang Baru, Kabupaten Bekasi",GORONTALO,17330.0,Indonesia,,,,-63.966.303,1.071.144.077,https://maps.google.com/?cid=0x0:0x95158fcc56ffcc00,,
komplek housing,Komplek perumahan,Alesha 6 JATIWARNA,"Jl. Bulak Tinggi A No.RT 01/03, Jatiwarna, Kec. Pd. Melati, Kota Bks, Jawa Barat 17415","Jatiwarna, Kec. Pd. Melati, Kota Bks",GORONTALO,17415.0,Indonesia,82110959616.0,,,-6.301.008,1.069.351.414,https://maps.google.com/?cid=0x0:0x6f61ec1948785d9f,,
komplek housing,Komplek perumahan,"Perumahan Puri nirwana residence,","Q53G+F85, Jl. Lavender 5 No.23, Sukaraya, Kec. Karangbahagia, Kabupaten Bekasi, Jawa Barat 17530","Jl. Lavender 5 No.23, Sukaraya, Kec. Karangbahagia, Kabupaten Bekasi",GORONTALO,17530.0,Indonesia,,,,-62.445.992,1.071.767.213,https://maps.google.com/?cid=0x0:0x569b6a040a641a72,,
komplek housing,Komplek perumahan,Cluster Delima Residence Sumberjaya,"Jl. Pesona Raya, Sumberjaya, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510","Sumberjaya, Kec. Tambun Sel., Kabupaten Bekasi",GORONTALO,17510.0,Indonesia,81288840090.0,,,-62.189.044,107.074.914,https://maps.google.com/?cid=0x0:0xe61d39cecc818202,,
komplek housing,Perumahan,Bamboo Prime Residence,"Bambu Apus, Kec. Pamulang, Kota Tangerang Selatan, Banten 15415","Kec. Pamulang, Kota Tangerang Selatan",GORONTALO,15415.0,Indonesia,81319620006.0,,,-63.303.692,1.067.249.788,https://maps.google.com/?cid=0x0:0xfa37e412cf1ab783,,
komplek housing,Komplek perumahan,Cluster Singosari,"Satriamekar, Kec. Tambun Utara, Kabupaten Bekasi, Jawa Barat","Kabupaten Bekasi, Jawa Barat",GORONTALO,,Indonesia,,,,-62.040.486,1.070.510.253,https://maps.google.com/?cid=0x0:0xe8659005d7a348fd,,
komplek housing,komplek housing,Kec. Kabila,"Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.5408699,1.231.014.609,https://maps.google.com/?cid=0x0:0x5393e32959823a43,,
komplek housing,Komplek perumahan,Arsyfha kabila,"H35V+254, Toto Sel., Kec. Kabila, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.5575089,123.092.967,https://maps.google.com/?cid=0x0:0xe6c115859f40fbb7,,
komplek housing,Pembangunan Perumahan,Graha Arsol,"Toto Sel., Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96128","Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96128.0,Indonesia,81356599820.0,,,0.5603487,1.230.972.649,https://maps.google.com/?cid=0x0:0x2b315c036e1ad124,,
komplek housing,Komplek perumahan,Perumahan,"Perumahan griya arsol permai No.9 blok C, Dutohe Bar., Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96552","Dutohe Bar., Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96552.0,Indonesia,8124447415.0,,,0.5372563,1.231.162.104,https://maps.google.com/?cid=0x0:0x5b3f28e26a7f1650,,
komplek housing,Komplek perumahan,ZAINAL HOUSE,"G4M7+637, Jl. Pasar Minggu, Dutohe Bar., Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96114","Jl. Pasar Minggu, Dutohe Bar., Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96114.0,Indonesia,,,,0.5330272,1.231.126.687,https://maps.google.com/?cid=0x0:0x81b3e1e4005735e2,,
komplek housing,Komplek perumahan,ADOLONG HOUSE,"G3VX+JPV, Oluhuta, Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96115","Oluhuta, Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96115.0,Indonesia,,,,0.5441007,1.230.992.947,https://maps.google.com/?cid=0x0:0xe3ec3116ce9a34ce,,
komplek housing,Komplek perumahan,griya arsol blok b 2,"G4M7+WFR, Dutohe Bar., Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96114","Dutohe Bar., Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96114.0,Indonesia,,,,0.5349012,1.231.132.778,https://maps.google.com/?cid=0x0:0x768fa6bed87e2c45,,
komplek housing,Komplek perumahan,Ridho Home,"G4W3+32P, Jl. AA Wahab, Oluhuta Utara, Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96115","Jl. AA Wahab, Oluhuta Utara, Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96115.0,Indonesia,,,,0.5454847,1.231.026.525,https://maps.google.com/?cid=0x0:0x21a339f8c5883817,,
komplek housing,Komplek perumahan,Ubang Sasaja,"G4R4+VJC, JL Kabila, Desa Dutohe, Padengo, Kabila, Bone Bolango Regency, Gorontalo 96115","JL Kabila, Desa Dutohe, Padengo, Kabila, Bone Bolango Regency",GORONTALO,96115.0,Indonesia,,,,0.5427091,1.231.071.684,https://maps.google.com/?cid=0x0:0x2aca3d5b1412bfa4,,
komplek housing,komplek housing,Bibi ina home,"G4W3+Q84, Padengo, Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96115","Padengo, Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96115.0,Indonesia,,,,0.54707,123.103.423,https://maps.google.com/?cid=0x0:0xae0fdedcb44e3e4e,,
komplek housing,Arena,Komplek BTN,"G3PV+3JJ, Oluhuta, Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96115","Oluhuta, Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96115.0,Indonesia,,,,0.5351937,1.230.939.262,https://maps.google.com/?cid=0x0:0xad104a10e9cacad1,,
komplek housing,Pembangunan Perumahan,Wahyu Home's,"G3RR+5G6, Tumbihe, Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96115","Tumbihe, Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96115.0,Indonesia,,,,0.5404031,1.230.912.646,https://maps.google.com/?cid=0x0:0x278bf14ce64cc463,,
komplek housing,Komplek perumahan,Lady home,"G3QV+QFQ, Oluhuta, Kec. Kabila, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.5394744,1.230.937.392,https://maps.google.com/?cid=0x0:0xa90e907b474d8d64,,
komplek housing,komplek housing,Rumah ungu,"G4Q5+HP5, Tanggilingo, Kec. Kabila, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.5388959,1.231.093.462,https://maps.google.com/?cid=0x0:0x87a72e31bb51d052,,
komplek housing,Komplek perumahan,sal_home,"H433+V79, Jl. Ratuwangi, Poowo, Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96115","Jl. Ratuwangi, Poowo, Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96115.0,Indonesia,,,,0.554589,1.231.033.083,https://maps.google.com/?cid=0x0:0x9af3aa5f29080831,,
komplek housing,Komplek perumahan,Rumah Tinggal,"G3VV+GP3, Tumbihe, Kec. Kabila, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.5437687,1.230.942.914,https://maps.google.com/?cid=0x0:0xbff7b49db00d0076,,
komplek housing,Komplek perumahan,Yogi (Home),"Sdn 3 kabila ges, Padengo, Kec. Kabila, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.546242,1.231.033.912,https://maps.google.com/?cid=0x0:0x1aa67abc870bbfb6,,
komplek housing,Komplek perumahan,Khumaira Drink,"G4Q4+WF6, Padengo, Kec. Kabila, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,82293121837.0,,,0.5398611,1.231.060.942,https://maps.google.com/?cid=0x0:0xf6772ed4b4c9f2e9,,
komplek housing,Komplek perumahan,Jihan Faramita Mile,"Pauwo, Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96115","Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96115.0,Indonesia,81341803234.0,,,0.5430131,1.230.885.267,https://maps.google.com/?cid=0x0:0x96eec1ac9ff1c680,,
komplek housing,Pembangunan Perumahan,AuliaHouse's,"H36R+993, Jl. Sawah Besar, Toto Sel., Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96128","Jl. Sawah Besar, Toto Sel., Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96128.0,Indonesia,,,,0.5608865,1.230.909.328,https://maps.google.com/?cid=0x0:0x2dc51b842aba2854,,
komplek housing,Komplek perumahan,Rumah Abil Almira,"Jl. Agropolitan No.1, Dutohe, Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96583","Dutohe, Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96583.0,Indonesia,,,,0.5328624,1.231.189.332,https://maps.google.com/?cid=0x0:0xd26ba1aea6462686,,
komplek housing,Komplek perumahan,Home A3,"H35Q+MV4, Toto Sel., Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96128","Toto Sel., Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96128.0,Indonesia,87785413685.0,,,0.559149,1.230.897.017,https://maps.google.com/?cid=0x0:0xf166acd970d31870,,
komplek housing,Komplek perumahan,Perumahan mahasiswa,"H48G+5HR, Iloheluma, Kec. Tilongkabila, Kabupaten Bone Bolango, Gorontalo 96583","Iloheluma, Kec. Tilongkabila, Kabupaten Bone Bolango",GORONTALO,96583.0,Indonesia,,,,0.5654706,123.126.394,https://maps.google.com/?cid=0x0:0x2e7d425067c4ac6a,,
komplek housing,Penginapan,rumahku,"H32W+WWG, Poowo Bar., Kec. Kabila, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.5523203,1.230.973.167,https://maps.google.com/?cid=0x0:0x66f4f47192e410e,,
komplek housing,Pembangunan Perumahan,RR House,"H37W+G6V, Jl. Prof. Dr. Ing. B. J. Habibie, Toto Utara, Kec. Tilongkabila, Kabupaten Bone Bolango, Gorontalo 96583","Jl. Prof. Dr. Ing. B. J. Habibie, Toto Utara, Kec. Tilongkabila, Kabupaten Bone Bolango",GORONTALO,96583.0,Indonesia,,,,0.5638643,1.230.955.373,https://maps.google.com/?cid=0x0:0x20dc716f9f88cd7,,
komplek housing,Toko bahan makanan,Kasiba RB42 TNZF House,"H48G+5HR, Iloheluma, Kec. Tilongkabila, Kabupaten Bone Bolango, Gorontalo 96583","Iloheluma, Kec. Tilongkabila, Kabupaten Bone Bolango",GORONTALO,96583.0,Indonesia,,,,0.5655741,1.231.264.451,https://maps.google.com/?cid=0x0:0x9013271ae74283fd,,
komplek housing,Komplek perumahan,Perumahan Griya Arsol 3,"G4P9+9QP, Unnamed Road, Dutohe, Kabila, Bone Bolango Regency, Gorontalo 96114","Unnamed Road, Dutohe, Kabila, Bone Bolango Regency",GORONTALO,96114.0,Indonesia,81356599820.0,,,0.5366234,1.231.191.415,https://maps.google.com/?cid=0x0:0x3ee8d85c6077b0c8,,
komplek housing,Komplek perumahan,RumahKITA,"G3QX+WM2, Unnamed Road, Oluhuta, Kec. Kabila, Kabupaten Bone Bolango, Gorontalo 96115","Unnamed Road, Oluhuta, Kec. Kabila, Kabupaten Bone Bolango",GORONTALO,96115.0,Indonesia,85241451224.0,,,0.5397513,1.230.991.378,https://maps.google.com/?cid=0x0:0x2e35d88c54fdb701,,
komplek housing,Pembangunan Perumahan,RT Home,"H36Q+3VG, Toto Sel., Kec. Kabila, Kabupaten Bone Bolango, Gorontalo","Kabupaten Bone Bolango, Gorontalo",GORONTALO,,Indonesia,,,,0.5604148,1.230.899.362,https://maps.google.com/?cid=0x0:0xf3484d9b292accf3,,
