ï»¿Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link,Category
,Toko,Counter Pulsa Jonathan Cell,"WF89+9WH, Tompaso Baru Dua, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9159363,1.244.698.534,https://maps.google.com/?cid=0x0:0xeeaa972cc4bd82a6,,mall
,Toko Ponsel,B'Link Cell,"RC2X+V3J, Jl. Amurang - Kotamobagu, Makaaruyen, Kec. Modoinding, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85340066206.0,,,0.8022137,1.244.476.335,https://maps.google.com/?cid=0x0:0xa29e5ddfc1a5ccae,,mall
,Pusat Perbelanjaan,Depot Ektin Gaul,"WF99+W8J, Tompaso Baru Dua, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9198373,1.244.682.678,https://maps.google.com/?cid=0x0:0x9c816f11b503ac57,,mall
,Komplek perumahan,Sumampow Tuju,"WFG9+GQC, Jl. Aer Panas, Tompaso Baru Satu, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9263041,124.469.376,https://maps.google.com/?cid=0x0:0xd4b5ab1551c8641e,,mall
,Toko umum,Dhea,"XFQM+GRC, Unnamed Road, Poopo Bar., Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9888202,1.244.845.095,https://maps.google.com/?cid=0x0:0xa296c2d71561e14e,,mall
,Toko umum,Kios Meyne,"XF9W+343, Ranoiapo, Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9669655,1.244.950.082,https://maps.google.com/?cid=0x0:0x41591b926c5bea9a,,mall
,Pusat Perbelanjaan,Megamall Manado,"Kawasan Megamas, Kantor Pengelola Megamall, Jl. Piere Tendean, Wenang Sel., Kec. Wenang, Kota Manado, Sulawesi Utara 95234","Kantor Pengelola Megamall, Jl. Piere Tendean, Wenang Sel., Kec. Wenang, Kota Manado",SULAWESI UTARA,95234.0,Indonesia,431879889.0,,,14.839.687,1.248.348.372,https://maps.google.com/?cid=0x0:0xfcc9b9fa2283700,,mall
,Pusat Perbelanjaan,Mega Trade Centre Megamas,"Kawasan Megamas, Jl. Piere Tendean, Titiwungan Utara, Kec. Sario, Kota Manado, Sulawesi Utara 95113","Jl. Piere Tendean, Titiwungan Utara, Kec. Sario, Kota Manado",SULAWESI UTARA,95113.0,Indonesia,4318819368.0,,,14.800.651,1.248.344.294,https://maps.google.com/?cid=0x0:0xffcd124469c9e8c1,,mall
,Perusahaan air mineral,Depot Air Genji,"WFPH+9QX, Torout, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82291855393.0,,,0.9359972,1.244.794.738,https://maps.google.com/?cid=0x0:0x522694728f6ae64b,,mall
,Toko umum,Kios CintaZackly,"XGX2+7PC, Pontak Satu, Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9981928,1.245.017.591,https://maps.google.com/?cid=0x0:0xc170d3278dedf9a3,,mall
,Komplek perumahan,Sarajar-Kawatu Home,"Poopo, Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9883263,1.244.896.209,https://maps.google.com/?cid=0x0:0xe9ab407da4db2ba1,,mall
,mall,Kec. Modoinding,"Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.7934377,1.244.536.411,https://maps.google.com/?cid=0x0:0xd408c5df1a05e95c,,mall
,Kios,ModoX.foodshop,"QFR8+XF7, Unnamed Road, Kakenturan, Kec. Modoinding, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.7924076,1.244.661.627,https://maps.google.com/?cid=0x0:0x515d6e332ea90fce,,mall
,Vila,Wisata Modoinding,"RF23+Q6H, Pinasungkulan, Kec. Modoinding, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.801945,1.244.530.968,https://maps.google.com/?cid=0x0:0x2a28e6db00acd188,,mall
,Toko Ponsel,B'Link Cell,"RC2X+V3J, Jl. Amurang - Kotamobagu, Makaaruyen, Kec. Modoinding, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85340066206.0,,,0.8022137,1.244.476.335,https://maps.google.com/?cid=0x0:0xa29e5ddfc1a5ccae,,mall
,Tujuan Wisata,Kampoeng Wisata,"RF54+GFP, Pinasungkulan, Kec. Modoinding, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.8088258,1.244.561.998,https://maps.google.com/?cid=0x0:0x2a90876b5c319fda,,mall
,Toko Pakaian Bekas,Chonaroom digital Wi-Fi  Samuel Cell,"Tambelang, Maesaan, Tambelang, Kec. Maesaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,89698555123.0,,,0.8695474,1.244.674.233,https://maps.google.com/?cid=0x0:0x6c244636d272f971,,mall
,Minimarket,Alfamart.Bongkudai Utara,"QC8V+5FW, Bongkudai Utara, Kec. Modayag, Kabupaten Bolaang Mongondow Timur, Sulawesi Utara","Kabupaten Bolaang Mongondow Timur, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.7654895,1.244.436.898,https://maps.google.com/?cid=0x0:0x7bb1dfde91c5910d,,mall
,Kios,Kios Saprodi,"QC9X+H9C, Guaan, Kec. Modayag, Kabupaten Bolaang Mongondow Timur, Sulawesi Utara","Kabupaten Bolaang Mongondow Timur, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82343043824.0,,,0.7689466,1.244.483.857,https://maps.google.com/?cid=0x0:0x16753bb587b4299a,,mall
,Toko bahan makanan,Pertamini  Warung Blessing,"RC3W+5Q3, Makaaruyen, Kec. Modoinding, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85145464767.0,,,0.8028823,1.244.469.149,https://maps.google.com/?cid=0x0:0x50f79c25961d7e64,,mall
,Pusat Perbelanjaan,KiosPink NeiMart 10,"VF8H+C2Q, Kinamang Satu, Kec. Maesaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82238120030.0,,,0.8660822,1.244.776.241,https://maps.google.com/?cid=0x0:0xb171e45ba170d312,,mall
,Toko,Warung Gisela,"RF35+2W6, Linelean, Kec. Modoinding, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.802539,1.244.597.506,https://maps.google.com/?cid=0x0:0xc224766189e63eae,,mall
,Pusat Perbelanjaan,Savior Mart,"QC9X+96R, Desa Mototompiaan, Moat, Kec. Modayag, Kabupaten Bolaang Mongondow Timur, Sulawesi Utara","Kabupaten Bolaang Mongondow Timur, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.7684911,1.244.480.223,https://maps.google.com/?cid=0x0:0x53c5949402d104b7,,mall
,mall,Kec. Motoling Bar.,"Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.414.558,1.244.413.862,https://maps.google.com/?cid=0x0:0x6c6cffd8f0e2995b,,mall
,Minimarket,Alfamart Motoling Minsel (1Y83),"2FRJ+27H, Motoling, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.400.545,1.244.807.453,https://maps.google.com/?cid=0x0:0x504fc4e65471a7e2,,mall
,Toko umum,Toko Bading,"2CWP+8M7, Raanan Baru II, Kec. Motoling Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85218156674.0,,,10.457.817,1.244.366.795,https://maps.google.com/?cid=0x0:0x249dd5973a5d5af2,,mall
,Toko,Kalangi Wongkar,"29XP+7WM, Tondei, Kec. Motoling Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85340077257.0,,,10.482.192,1.243.872.878,https://maps.google.com/?cid=0x0:0xa2d6287704ad80ce,,mall
,Pusat Perbelanjaan,Cleo shope,"2CWP+V85, Raanan Baru II, Kec. Motoling Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.471.341,124.435.862,https://maps.google.com/?cid=0x0:0x1415ad655915987b,,mall
,Toko,Toko messya  kaffe,"2FQG+FXH, Motoling Satu, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.386.852,1.244.774.935,https://maps.google.com/?cid=0x0:0xe9cbb83c3839b3c2,,mall
,Toko Fotokopi,Tondi-Tondi Cell FotoCopy,"2CXP+37W, Raanan Baru II, Kec. Motoling Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82166555721.0,,,10.477.341,1.244.357.054,https://maps.google.com/?cid=0x0:0x49e01567d1806a4e,,mall
,Bengkel Sepeda Motor,Shoroom Andre Motor Motoling,"2FRJ+447, Motoling, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82189626165.0,,,10.402.895,1.244.803,https://maps.google.com/?cid=0x0:0x226f5483432c517a,,mall
,mall,Novena Mandey,"2FC8+FQG, Raanan Lama, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.211.976,1.244.669.566,https://maps.google.com/?cid=0x0:0x9543cf6e3cda2daf,,mall
,Toko Suvenir,KIOS GJ Collection,"2CWP+X9G, Raanan Baru II, Kec. Motoling Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82191204007.0,,,10.474.347,1.244.359.553,https://maps.google.com/?cid=0x0:0x6085ae8c417623fc,,mall
,mall,Kec. Motoling Tim.,"Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.658.557,1.244.966.035,https://maps.google.com/?cid=0x0:0xc31c83b5c58d6f0d,,mall
,Minimarket,Alfamart Motoling Minsel (1Y83),"2FRJ+27H, Motoling, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.400.545,1.244.807.453,https://maps.google.com/?cid=0x0:0x504fc4e65471a7e2,,mall
,Pusat Perbelanjaan,Chylan  Christiany,"2GP7+RG7, Jl. Jaga 4, Picuan, Kec. Motoling Tim., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85256433227.0,,,103.703,1.245.138.079,https://maps.google.com/?cid=0x0:0x9db8b6480801e4e,,mall
,mall,Meydi langi,"2FJ7+QPM, Raanan Lama, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.319.729,1.244.643.083,https://maps.google.com/?cid=0x0:0x1d2a6c9412e4c8b3,,mall
,Toko,Toko messya  kaffe,"2FQG+FXH, Motoling Satu, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.386.852,1.244.774.935,https://maps.google.com/?cid=0x0:0xe9cbb83c3839b3c2,,mall
,Bengkel Sepeda Motor,Shoroom Andre Motor Motoling,"2FRJ+447, Motoling, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82189626165.0,,,10.402.895,1.244.803,https://maps.google.com/?cid=0x0:0x226f5483432c517a,,mall
,Toko umum,Toko Bading,"2CWP+8M7, Raanan Baru II, Kec. Motoling Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85218156674.0,,,10.457.817,1.244.366.795,https://maps.google.com/?cid=0x0:0x249dd5973a5d5af2,,mall
,mall,KIOS,"2GP7+MQ8, Picuan, Kec. Motoling Tim., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.366.705,1.245.144.618,https://maps.google.com/?cid=0x0:0x9f95aed8f5759e3b,,mall
,mall,Novena Mandey,"2FC8+FQG, Raanan Lama, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.211.976,1.244.669.566,https://maps.google.com/?cid=0x0:0x9543cf6e3cda2daf,,mall
,mall,Kec. Motoling Tim.,"Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.658.557,1.244.966.035,https://maps.google.com/?cid=0x0:0xc31c83b5c58d6f0d,,mall
,Minimarket,Alfamart Motoling Minsel (1Y83),"2FRJ+27H, Motoling, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.400.545,1.244.807.453,https://maps.google.com/?cid=0x0:0x504fc4e65471a7e2,,mall
,Pusat Perbelanjaan,"Warung Ci Meylan Aping""""","3GVG+4JR, Karimbow Talikuran, Kec. Motoling Tim., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81242073730.0,,,10.928.665,124.526.529,https://maps.google.com/?cid=0x0:0x83b050f60f2e43a4,,mall
,Toko,Toko messya  kaffe,"2FQG+FXH, Motoling Satu, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.386.852,1.244.774.935,https://maps.google.com/?cid=0x0:0xe9cbb83c3839b3c2,,mall
,mall,Meydi langi,"2FJ7+QPM, Raanan Lama, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.319.729,1.244.643.083,https://maps.google.com/?cid=0x0:0x1d2a6c9412e4c8b3,,mall
,mall,Novena Mandey,"2FC8+FQG, Raanan Lama, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.211.976,1.244.669.566,https://maps.google.com/?cid=0x0:0x9543cf6e3cda2daf,,mall
,Bengkel Sepeda Motor,Shoroom Andre Motor Motoling,"2FRJ+447, Motoling, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82189626165.0,,,10.402.895,1.244.803,https://maps.google.com/?cid=0x0:0x226f5483432c517a,,mall
,mall,KIOS,"2GP7+MQ8, Picuan, Kec. Motoling Tim., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.366.705,1.245.144.618,https://maps.google.com/?cid=0x0:0x9f95aed8f5759e3b,,mall
,mall,Kec. Ranoyapo,"Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9993883,1.244.993.385,https://maps.google.com/?cid=0x0:0x1e005a1bf0ed1cb7,,mall
,Toko umum,Dhea,"XFQM+GRC, Unnamed Road, Poopo Bar., Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9888202,1.244.845.095,https://maps.google.com/?cid=0x0:0xa296c2d71561e14e,,mall
,Toko umum,Kios Meyne,"XF9W+343, Ranoiapo, Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9669655,1.244.950.082,https://maps.google.com/?cid=0x0:0x41591b926c5bea9a,,mall
,Toko Suku Cadang Motor,Pajesty Motor,"XFWV+6W9, Poopo Utara, Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9955273,1.244.948.553,https://maps.google.com/?cid=0x0:0xaee9326b4bf4742e,,mall
,Toko umum,Anugrah tendean,"2G4V+3XW, Powalutan, Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,1.004.372,124.544.596,https://maps.google.com/?cid=0x0:0x55888a30d1b3a7f7,,mall
,mall,Novena Mandey,"2FC8+FQG, Raanan Lama, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.211.976,1.244.669.566,https://maps.google.com/?cid=0x0:0x9543cf6e3cda2daf,,mall
,Toko bahan makanan,UD DAMAI,"XFWW+87X, Jl. Perbatasan, Poopo, Pontak, Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85399684215.0,,,0.9958683,1.244.957.283,https://maps.google.com/?cid=0x0:0xae6b0e02a3b09cb4,,mall
,Toko umum,Kios CintaZackly,"XGX2+7PC, Pontak Satu, Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9981928,1.245.017.591,https://maps.google.com/?cid=0x0:0xc170d3278dedf9a3,,mall
,Pembangunan Perumahan,PLAZA RATAHAN,"3R32+43J, Tosuraya Sel., Kec. Ratahan, Kabupaten Minahasa Tenggara, Sulawesi Utara","Kabupaten Minahasa Tenggara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.528.486,1.248.001.409,https://maps.google.com/?cid=0x0:0xc2d3ab5c2e3ae3c0,,mall
,Pusat Perbelanjaan,Home Kaat-Tompodung,"XGW8+W9W, Jl. Kabupaten, Mopolo, Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9973609,1.245.159.564,https://maps.google.com/?cid=0x0:0xa88b9fd9a6176310,,mall
,Bengkel Elektronik,Eng Bengkel  Kioz,"XFWX+R8F, Pontak, Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,89697923588.0,,,0.9970632,1.244.982.918,https://maps.google.com/?cid=0x0:0x504ed396e16634e2,,mall
,Minimarket,Alfamart Motoling Minsel (1Y83),"2FRJ+27H, Motoling, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.400.545,1.244.807.453,https://maps.google.com/?cid=0x0:0x504fc4e65471a7e2,,mall
,mall,Meydi langi,"2FJ7+QPM, Raanan Lama, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.319.729,1.244.643.083,https://maps.google.com/?cid=0x0:0x1d2a6c9412e4c8b3,,mall
,Toko umum,Warung Gloria,"Poopo Utara, Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9947592,1.244.940.481,https://maps.google.com/?cid=0x0:0x273e9c18f8d30cdc,,mall
,mall,Kios Hero,"XFQR+53M, Poopo, Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9879612,1.244.901.758,https://maps.google.com/?cid=0x0:0x31da630c074ead8,,mall
,mall,Kec. Sinonsayang,"Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.964.547,1.243.480.233,https://maps.google.com/?cid=0x0:0x459f24c060a3cdba,,mall
,Perhimpunan Pengembang Perumahan,Pasar Minggu Desa Tanamon,"28F5+289, Poigar II, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.225.473,1.243.083.534,https://maps.google.com/?cid=0x0:0xf47563a6b1e15d58,,mall
,Toko,Arsyil Cell,"28G5+C8W, Poigar II, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85397335358.0,,,10.261.065,1.243.083.227,https://maps.google.com/?cid=0x0:0xa461fc58c2eeda5f,,mall
,Toko umum,Rumah mocca mama key,"28G5+M2J, Unnamed Road, Poigar II, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81356368489.0,,,10.267.218,1.243.075.299,https://maps.google.com/?cid=0x0:0x6cb24ca6177a2eb7,,mall
,Minimarket,Alfamart Motoling Minsel (1Y83),"2FRJ+27H, Motoling, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.400.545,1.244.807.453,https://maps.google.com/?cid=0x0:0x504fc4e65471a7e2,,mall
,Sekolah,Pasar Desa Nanasi Timur,"X8X5+GQJ, Nanasi Tim., Kec. Poigar, Kabupaten Bolaang Mongondow, Sulawesi Utara","Kabupaten Bolaang Mongondow, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.99884,1.243.093.845,https://maps.google.com/?cid=0x0:0x357814b454d025be,,mall
,Toko,Kalangi Wongkar,"29XP+7WM, Tondei, Kec. Motoling Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85340077257.0,,,10.482.192,1.243.872.878,https://maps.google.com/?cid=0x0:0xa2d6287704ad80ce,,mall
,Pusat Perbelanjaan,Cleo shope,"2CWP+V85, Raanan Baru II, Kec. Motoling Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.471.341,124.435.862,https://maps.google.com/?cid=0x0:0x1415ad655915987b,,mall
,Pembangunan Perumahan,Pasar Tenga,"5C6P+346, Tenga, Kec. Tenga, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85398408821.0,,,11.601.642,1.244.352.722,https://maps.google.com/?cid=0x0:0x1a3edb5d252c45d5,,mall
,Toko,KIOS KEREN cell,"4CFH+JRH jg 3, Pakuure, Kec. Tenga, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.240.523,1.244.296.234,https://maps.google.com/?cid=0x0:0xf31962ff6703c071,,mall
,Toko umum,Toko Bading,"2CWP+8M7, Raanan Baru II, Kec. Motoling Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85218156674.0,,,10.457.817,1.244.366.795,https://maps.google.com/?cid=0x0:0x249dd5973a5d5af2,,mall
,mall,ALn Mart,"28G5+9MH, Poigar II, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.259.262,1.243.092.336,https://maps.google.com/?cid=0x0:0x7158777ff22ea969,,mall
,mall,Toko Oshin,"28F5+R7R, Poigar II, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.246.246,1.243.081.397,https://maps.google.com/?cid=0x0:0xd7e8c230bc6a25c3,,mall
,mall,sinage cell,"28G6+274, Poigar II, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.250.159,12.431.069,https://maps.google.com/?cid=0x0:0x7ad3d3411d54c6be,,mall
,mall,Toko Karya Baru,"28F6+Q2W, Poigar II, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.244.997,124.310.077,https://maps.google.com/?cid=0x0:0x1a80e4f339d27646,,mall
,mall,Kec. Tareran,"Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.295.372,1.247.372.988,https://maps.google.com/?cid=0x0:0xac5d2c923abab162,,mall
