Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Latitude;Longitude;Map Link;;
hardware store;Toko Bahan Bangunan;TB Sami Rejo;Jl. Sumpah Pemuda No.214, Mojosongo, Kec. Jebres, Kota Surakarta, Jawa Tengah 57136;Mojosongo, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57136;Indonesia;271852739;-7.543.415;11.084.134;https://maps.google.com/?cid=0x0:0x8252c78a711b104;;
hardware store;Pasar bahan bangunan;Rojo Express Pasar Gede;20B - 22, Jl. Suryopranoto Jl. Timur Ps. Gede No.20B, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Jl. Suryopranoto Jl. Timur Ps. Gede No.20B, Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;89678679954;-75.675.272;1.108.313.801;https://maps.google.com/?cid=0x0:0x1c6f40a1cd3c1d68;;
hardware store;Toko Bahan Bangunan;TB. Pojok;Jl. Suryo No.117, Jagalan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57128;Jagalan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57128;Indonesia;271669351;-7.565.499;110.843.236;https://maps.google.com/?cid=0x0:0xd2d65473cde8d9b5;;
hardware store;Toko Perlengkapan Rumah;Azko Solo Paragon;Jl. Yosodipuro No.133, Mangkubumen, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139;Mangkubumen, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57139;Indonesia;81233272380;-75.616.023;1.108.095.769;https://maps.google.com/?cid=0x0:0xe25293d362e98fbb;;
hardware store;Toko Bahan Bangunan;TB. Makmur MJ 9;Jl. Brigjend Katamso Jl. Debegan No.183, Mojosongo, Kec. Jebres, Kota Surakarta, Jawa Tengah 57127;Mojosongo, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57127;Indonesia;271851101;-75.434.399;1.108.418.617;https://maps.google.com/?cid=0x0:0xeb343c4ba6e0a9f6;;
hardware store;Toko Bahan Bangunan;TB. Sari Rejo;Jl. Letjen Sutoyo No.34, Nusukan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57135;Nusukan, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57135;Indonesia;271852800;-75.482.325;1.108.305.799;https://maps.google.com/?cid=0x0:0xdb54374f7349a752;;
hardware store;Pemasok Peralatan Industri;Toko Raharjo Teknik;Jl. Suryopranoto No.61, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271653216;-75.671.131;1.108.309.659;https://maps.google.com/?cid=0x0:0x82cf17dcee09c5c5;;
hardware store;Toko Bahan Bangunan;Master Kunci Rafes Solo;Jl. Veteran No.165b, Danukusuman, Kec. Serengan, Kota Surakarta, Jawa Tengah 57156;Danukusuman, Kec. Serengan, Kota Surakarta;JAWA TENGAH;57156;Indonesia;81574320418;-75.826.685;1.108.218.759;https://maps.google.com/?cid=0x0:0x1251f3db114af055;;
hardware store;Pasar bahan bangunan;Rojo House Solution;Jl. Kepatihan No.6B, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;81218862978;-75.653.199;1.108.324.209;https://maps.google.com/?cid=0x0:0x99a89dbed42fc95f;;
hardware store;Pemasok Bahan Bangunan;Bintang Terang;Jl. Sutan Syahrir No.35, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271652797;-75.659.846;1.108.316.509;https://maps.google.com/?cid=0x0:0x3dcdd71d5d953e28;;
hardware store;Toko;Toko Cahaya;Jl. Suryopranoto No.37, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271636757;-75.681.927;1.108.310.156;https://maps.google.com/?cid=0x0:0x486cf04a3a7e848d;;
hardware store;Toko Perlengkapan Rumah;Mr. DIY;Jl. Jend. Urip Sumoharjo, Tegalharjo, Kec. Jebres, Kota Surakarta, Jawa Tengah;Kota Surakarta, Jawa Tengah;JAWA TENGAH;;Indonesia;;-75.612.852;1.108.362.639;https://maps.google.com/?cid=0x0:0xae0ebc345a985e14;;
hardware store;Toko;TB. Pantes;Jl. Suryopranoto No.63, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271653694;-75.670.862;110.831.181;https://maps.google.com/?cid=0x0:0x347ceb648c8d2e33;;
hardware store;Toko Bahan Bangunan;Toko Cat Rukun Jaya;Jl. RE. Martadinata Kampung No.265, Sewu, Kec. Jebres, Kota Surakarta, Jawa Tengah 57123;Sewu, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57123;Indonesia;82137663318;-75.711.336;1.108.417.014;https://maps.google.com/?cid=0x0:0x240823027114091b;;
hardware store;Toko Bahan Bangunan;Toko Bangunan Estella;Jl. Ir. Juanda No.244, Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125;Pucangsawit, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57125;Indonesia;81904542626;-75.698.114;1.108.505.992;https://maps.google.com/?cid=0x0:0xc59e680ceb33f0f;;
hardware store;Pemasok Peralatan Industri;Toko Raharjo Teknik;Jl. Suryopranoto No.61, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271653216;-75.671.131;1.108.309.659;https://maps.google.com/?cid=0x0:0x82cf17dcee09c5c5;;
hardware store;Toko Bahan Bangunan;Viro;Jl. Suryopranoto No.4A, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271652600;-75.681.555;1.108.312.738;https://maps.google.com/?cid=0x0:0x5aa0b1b1469c288a;;
hardware store;Pasar bahan bangunan;Rojo Express Pasar Gede;20B - 22, Jl. Suryopranoto Jl. Timur Ps. Gede No.20B, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Jl. Suryopranoto Jl. Timur Ps. Gede No.20B, Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;89678679954;-75.675.272;1.108.313.801;https://maps.google.com/?cid=0x0:0x1c6f40a1cd3c1d68;;
hardware store;Toko Bahan Bangunan;PRIMA JAYA SOLO FASTENERS (Baut, Mur dan Aksesoris) dan TOOLS (Peralatan Teknik) - VETERAN 201;Jl. Veteran No.201, Kratonan, Kec. Serengan, Kota Surakarta, Jawa Tengah 57155;Kratonan, Kec. Serengan, Kota Surakarta;JAWA TENGAH;57155;Indonesia;89690655839;-75.821.654;1.108.200.712;https://maps.google.com/?cid=0x0:0xbabeee8c3f0d443b;;
hardware store;Toko Perlengkapan Rumah;Toko Manis Abadi;Jl. RE. Martadinata No.30, Sudiroprajan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57121;Sudiroprajan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57121;Indonesia;8559999054;-75.699.262;1.108.319.892;https://maps.google.com/?cid=0x0:0x89c8f51065b62a16;;
hardware store;Toko Bahan Bangunan;TB. Pojok;Jl. Suryo No.117, Jagalan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57128;Jagalan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57128;Indonesia;271669351;-7.565.499;110.843.236;https://maps.google.com/?cid=0x0:0xd2d65473cde8d9b5;;
hardware store;Toko;Toko Triplek Widuran;Jl. Sutan Syahrir No.104, RT.006/RW.002, Kepatihan Kulon, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;RT.006/RW.002, Kepatihan Kulon, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;811295285;-75.647.116;1.108.288.843;https://maps.google.com/?cid=0x0:0x73d1353c487768cc;;
hardware store;Toko Bahan Bangunan;Toko Bangunan Estella;Jl. Ir. Juanda No.244, Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125;Pucangsawit, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57125;Indonesia;81904542626;-75.698.114;1.108.505.992;https://maps.google.com/?cid=0x0:0xc59e680ceb33f0f;;
hardware store;Toko Bahan Bangunan;Toko Cat Rukun Jaya;Jl. RE. Martadinata Kampung No.265, Sewu, Kec. Jebres, Kota Surakarta, Jawa Tengah 57123;Sewu, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57123;Indonesia;82137663318;-75.711.336;1.108.417.014;https://maps.google.com/?cid=0x0:0x240823027114091b;;
hardware store;Toko Perlengkapan Rumah;Mr. DIY;Jl. Jend. Urip Sumoharjo, Tegalharjo, Kec. Jebres, Kota Surakarta, Jawa Tengah;Kota Surakarta, Jawa Tengah;JAWA TENGAH;;Indonesia;;-75.612.852;1.108.362.639;https://maps.google.com/?cid=0x0:0xae0ebc345a985e14;;
hardware store;Toko Bahan Bangunan;TB. Putra Sinar;CRMQ+CH6, Jl. Drs. Yap Tjwan Bing, Jagalan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57128;Jl. Drs. Yap Tjwan Bing, Jagalan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57128;Indonesia;271648136;-75.664.717;1.108.388.754;https://maps.google.com/?cid=0x0:0x757388399392af9f;;
hardware store;Toko Bahan Bangunan;PRIMA JAYA SOLO FASTENERS (Baut, Mur dan Aksesoris) dan TOOLS (Peralatan Teknik) - VETERAN 201;Jl. Veteran No.201, Kratonan, Kec. Serengan, Kota Surakarta, Jawa Tengah 57155;Kratonan, Kec. Serengan, Kota Surakarta;JAWA TENGAH;57155;Indonesia;89690655839;-75.821.654;1.108.200.712;https://maps.google.com/?cid=0x0:0xbabeee8c3f0d443b;;
hardware store;Toko Bahan Bangunan;PRIMA JAYA SOLO FASTENERS (Baut, Mur dan Aksesoris) dan TOOLS (Peralatan Teknik) - NUSUKAN;Jl. Kapten Piere Tendean No.183 C, Nusukan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57135;Nusukan, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57135;Indonesia;89672287116;-7.542.887;110.820.141;https://maps.google.com/?cid=0x0:0xd7de32f5a57ef537;;
hardware store;Toko Bahan Bangunan;Toko Besi Ramayana;Jl. Ir. Juanda No.48, Purwodiningratan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57128;Purwodiningratan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57128;Indonesia;271654571;-75.672.096;1.108.353.309;https://maps.google.com/?cid=0x0:0x3ae0df5c59ebb43c;;
hardware store;Toko Perbaikan Ponsel;Jannah Phone Servis Hardware  Software;CRHR+HM7, Jl. RE. Martadinata, Sewu, Kec. Jebres, Kota Surakarta, Jawa Tengah 57123;Jl. RE. Martadinata, Sewu, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57123;Indonesia;85700075529;-75.710.954;1.108.416.594;https://maps.google.com/?cid=0x0:0x495f241d48c856c4;;
hardware store;Toko Bahan Bangunan;Tb. Rajawali;Jl. RE. Martadinata No.206, Gandekan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57121;Gandekan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57121;Indonesia;2717060166;-75.704.656;1.108.379.947;https://maps.google.com/?cid=0x0:0x23c97234f8583f9c;;
hardware store;Toko Komputer;Ultra PC Solo Rakit PC Servis Instal Game;Sewu, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;89689031446;-7.571.763;1.108.458.862;https://maps.google.com/?cid=0x0:0x1371007db25bd826;;
hardware store;Toko Pakaian;Hardware;Solo Square, Jalan Brigjend Slamet Riyadi No.451, Lantai 1 Solo Square Unit2B-6A, Pajang, Laweyan, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Jalan Brigjend Slamet Riyadi No.451, Lantai 1 Solo Square Unit2B-6A, Pajang, Laweyan, Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;2717655632;-75.597.848;1.107.869.223;https://maps.google.com/?cid=0x0:0xdce5d56beef6932e;;
hardware store;Toko bahan makanan;Toko Bengawan;Jl. DR. Radjiman No.109, Jayengan, Kec. Serengan, Kota Surakarta, Jawa Tengah 57152;Jayengan, Kec. Serengan, Kota Surakarta;JAWA TENGAH;57152;Indonesia;271642703;-75.743.246;1.108.226.749;https://maps.google.com/?cid=0x0:0xd9b1cdefff673bff;;
hardware store;Toko Komputer;Rajawali Computer;Jl. Ki Hajar Dewantara No.2, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;Jebres, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57126;Indonesia;81329142255;-75.575.793;1.108.480.231;https://maps.google.com/?cid=0x0:0x1f8053e0e89572ff;;
hardware store;Pengolah besi;Kania 410;Jl. Kolonel Sutarto No.112, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;Jebres, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57126;Indonesia;271637729;-75.580.277;1.108.472.409;https://maps.google.com/?cid=0x0:0x46ece14b5d15d0cb;;
hardware store;Toko Perlengkapan Rumah;Azko Solo Paragon;Jl. Yosodipuro No.133, Mangkubumen, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139;Mangkubumen, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57139;Indonesia;81233272380;-75.616.023;1.108.095.769;https://maps.google.com/?cid=0x0:0xe25293d362e98fbb;;
hardware store;Toko Bahan Bangunan;BINTANG TIMUR SOLO;Jl. Dr. Rajiman PASAR No.274, KADIPOLO, Sriwedari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57141;KADIPOLO, Sriwedari, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57141;Indonesia;271719333;-757.196;1.108.143.433;https://maps.google.com/?cid=0x0:0x19e2acd3fda39847;;
hardware store;Toko Perlengkapan Rumah;MR.DIY;Solo Grand Mall, Jl. Slamet Riyadi No.273 Lt.2, Penumping, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57141;Jl. Slamet Riyadi No.273 Lt.2, Penumping, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57141;Indonesia;;-7.566.449;1.108.074.555;https://maps.google.com/?cid=0x0:0x9b6cc3d649792e7d;;
hardware store;Toko Bahan Bangunan;PRIMA JAYA SOLO FASTENERS (Baut, Mur dan Aksesoris) dan TOOLS (Peralatan Teknik) - PASAR NONGKO;Jl. R. M. Said No.212, Mangkubumen, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139;Mangkubumen, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57139;Indonesia;89672287113;-7.556.682;1.108.126.006;https://maps.google.com/?cid=0x0:0x158ec7cf91bfbe30;;
hardware store;Toko Bahan Bangunan;MAJU LESTARI;Jl. Slamet Riyadi No.616, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;Jajar, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57144;Indonesia;271717278;-7.557.938;110.782.771;https://maps.google.com/?cid=0x0:0x657cbff8f14653;;
hardware store;Pemasok Bahan Bangunan;Bintang Terang;Jl. Sutan Syahrir No.35, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271652797;-75.659.846;1.108.316.509;https://maps.google.com/?cid=0x0:0x3dcdd71d5d953e28;;
hardware store;Toko Bahan Bangunan;TB. LESTARI ALAM;Jl. Dr. Rajiman No.645, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;271711923;-7.568.523;110.788.532;https://maps.google.com/?cid=0x0:0xbe6faa54fe166974;;
hardware store;Toko Perlengkapan Rumah;MR.DIY;Solo Square, Jl. Slamet Riyadi No.451-455 2, Unit No. 12 B-C, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Jl. Slamet Riyadi No.451-455 2, Unit No. 12 B-C, Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;2130022789;-7.561.326;1.107.884.237;https://maps.google.com/?cid=0x0:0xee853a99955c070a;;
hardware store;Toko Bahan Bangunan;PRIMA JAYA SOLO FASTENERS (Baut, Mur dan Aksesoris) dan TOOLS (Peralatan Teknik) - VETERAN 201;Jl. Veteran No.201, Kratonan, Kec. Serengan, Kota Surakarta, Jawa Tengah 57155;Kratonan, Kec. Serengan, Kota Surakarta;JAWA TENGAH;57155;Indonesia;89690655839;-75.821.654;1.108.200.712;https://maps.google.com/?cid=0x0:0xbabeee8c3f0d443b;;
hardware store;Toko Bahan Bangunan;Master Kunci Rafes Solo;Jl. Veteran No.165b, Danukusuman, Kec. Serengan, Kota Surakarta, Jawa Tengah 57156;Danukusuman, Kec. Serengan, Kota Surakarta;JAWA TENGAH;57156;Indonesia;81574320418;-75.826.685;1.108.218.759;https://maps.google.com/?cid=0x0:0x1251f3db114af055;;
hardware store;Toko;Toko Cahaya;Jl. Suryopranoto No.37, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271636757;-75.681.927;1.108.310.156;https://maps.google.com/?cid=0x0:0x486cf04a3a7e848d;;
hardware store;Pasar bahan bangunan;Rojo House Solution;Jl. Kepatihan No.6B, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;81218862978;-75.653.199;1.108.324.209;https://maps.google.com/?cid=0x0:0x99a89dbed42fc95f;;
hardware store;Toko Bahan Bangunan;UD Borneo;Jl. Yosodipuro No.69, Timuran, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139;Timuran, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57139;Indonesia;271715099;-75.642.465;1.108.165.619;https://maps.google.com/?cid=0x0:0x73c442b121172757;;
hardware store;Toko Bahan Bangunan;TB. Intan Makmur;Jl. Basuki Rahmat No.37, Kerten, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57143;Kerten, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57143;Indonesia;85101818031;-75.565.281;1.107.882.929;https://maps.google.com/?cid=0x0:0xfaf7a4668d81cd51;;
hardware store;Toko Perlengkapan Rumah;Azko Solo Paragon;Jl. Yosodipuro No.133, Mangkubumen, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139;Mangkubumen, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57139;Indonesia;81233272380;-75.616.023;1.108.095.769;https://maps.google.com/?cid=0x0:0xe25293d362e98fbb;;
hardware store;Toko Pakaian;Hardware;Solo Square, Jalan Brigjend Slamet Riyadi No.451, Lantai 1 Solo Square Unit2B-6A, Pajang, Laweyan, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Jalan Brigjend Slamet Riyadi No.451, Lantai 1 Solo Square Unit2B-6A, Pajang, Laweyan, Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;2717655632;-75.597.848;1.107.869.223;https://maps.google.com/?cid=0x0:0xdce5d56beef6932e;;
hardware store;Toko Perlengkapan Rumah;MR.DIY;Solo Grand Mall, Jl. Slamet Riyadi No.273 Lt.2, Penumping, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57141;Jl. Slamet Riyadi No.273 Lt.2, Penumping, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57141;Indonesia;;-7.566.449;1.108.074.555;https://maps.google.com/?cid=0x0:0x9b6cc3d649792e7d;;
hardware store;Toko Bahan Bangunan;MAJU LESTARI;Jl. Slamet Riyadi No.616, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;Jajar, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57144;Indonesia;271717278;-7.557.938;110.782.771;https://maps.google.com/?cid=0x0:0x657cbff8f14653;;
hardware store;Toko Bahan Bangunan;TB. Intan Makmur;Jl. Basuki Rahmat No.37, Kerten, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57143;Kerten, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57143;Indonesia;85101818031;-75.565.281;1.107.882.929;https://maps.google.com/?cid=0x0:0xfaf7a4668d81cd51;;
hardware store;Toko Perlengkapan Rumah;AZKO SOLO SQUARE;Solo Square Mall, Jl. Slamet Riyadi No.451-455 LG Floor, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Jl. Slamet Riyadi No.451-455 LG Floor, Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;89516404358;-75.614.513;1.107.885.488;https://maps.google.com/?cid=0x0:0x114851eead1dffb;;
hardware store;Pemasok Bahan Bangunan;Bintang Terang;Jl. Sutan Syahrir No.35, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271652797;-75.659.846;1.108.316.509;https://maps.google.com/?cid=0x0:0x3dcdd71d5d953e28;;
hardware store;Toko Bahan Bangunan;PRIMA JAYA SOLO FASTENERS (Baut, Mur dan Aksesoris) dan TOOLS (Peralatan Teknik) - PASAR NONGKO;Jl. R. M. Said No.212, Mangkubumen, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139;Mangkubumen, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57139;Indonesia;89672287113;-7.556.682;1.108.126.006;https://maps.google.com/?cid=0x0:0x158ec7cf91bfbe30;;
hardware store;Toko Bahan Bangunan;TB. Sinar Cakra;Jl. Manyar I No.12, Manahan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139;Manahan, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57139;Indonesia;85102516363;-75.583.512;1.108.027.213;https://maps.google.com/?cid=0x0:0xadfe2cb7500f024;;
hardware store;Toko Perlengkapan Rumah;MR.DIY;Solo Square, Jl. Slamet Riyadi No.451-455 2, Unit No. 12 B-C, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Jl. Slamet Riyadi No.451-455 2, Unit No. 12 B-C, Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;2130022789;-7.561.326;1.107.884.237;https://maps.google.com/?cid=0x0:0xee853a99955c070a;;
hardware store;Toko Bahan Bangunan;TB. LESTARI ALAM;Jl. Dr. Rajiman No.645, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;271711923;-7.568.523;110.788.532;https://maps.google.com/?cid=0x0:0xbe6faa54fe166974;;
hardware store;Distributor Baja;TB.MORODADI PUTRA;Bumi, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57149;Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57149;Indonesia;2717654357;-75.707.745;1.108.016.227;https://maps.google.com/?cid=0x0:0x279d0a5720dcf862;;
hardware store;Toko Bahan Bangunan;Master Kunci Rafes Solo;Jl. Veteran No.165b, Danukusuman, Kec. Serengan, Kota Surakarta, Jawa Tengah 57156;Danukusuman, Kec. Serengan, Kota Surakarta;JAWA TENGAH;57156;Indonesia;81574320418;-75.826.685;1.108.218.759;https://maps.google.com/?cid=0x0:0x1251f3db114af055;;
hardware store;Toko Bahan Bangunan;TB. Sari Rejo;Jl. Letjen Sutoyo No.34, Nusukan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57135;Nusukan, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57135;Indonesia;271852800;-75.482.325;1.108.305.799;https://maps.google.com/?cid=0x0:0xdb54374f7349a752;;
hardware store;Toko Pakaian;Hardware;Solo Square, Jalan Brigjend Slamet Riyadi No.451, Lantai 1 Solo Square Unit2B-6A, Pajang, Laweyan, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Jalan Brigjend Slamet Riyadi No.451, Lantai 1 Solo Square Unit2B-6A, Pajang, Laweyan, Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;2717655632;-75.597.848;1.107.869.223;https://maps.google.com/?cid=0x0:0xdce5d56beef6932e;;
hardware store;Toko Perlengkapan Rumah;Azko Solo Paragon;Jl. Yosodipuro No.133, Mangkubumen, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139;Mangkubumen, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57139;Indonesia;81233272380;-75.616.023;1.108.095.769;https://maps.google.com/?cid=0x0:0xe25293d362e98fbb;;
hardware store;Toko Bahan Bangunan;TB. Intan Makmur;Jl. Basuki Rahmat No.37, Kerten, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57143;Kerten, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57143;Indonesia;85101818031;-75.565.281;1.107.882.929;https://maps.google.com/?cid=0x0:0xfaf7a4668d81cd51;;
hardware store;Toko Perlengkapan Rumah;MR.DIY;Solo Square, Jl. Slamet Riyadi No.451-455 2, Unit No. 12 B-C, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Jl. Slamet Riyadi No.451-455 2, Unit No. 12 B-C, Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;2130022789;-7.561.326;1.107.884.237;https://maps.google.com/?cid=0x0:0xee853a99955c070a;;
hardware store;Toko Perlengkapan Rumah;AZKO SOLO SQUARE;Solo Square Mall, Jl. Slamet Riyadi No.451-455 LG Floor, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Jl. Slamet Riyadi No.451-455 LG Floor, Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;89516404358;-75.614.513;1.107.885.488;https://maps.google.com/?cid=0x0:0x114851eead1dffb;;
hardware store;Toko Bahan Bangunan;PRIMA JAYA SOLO FASTENERS (Baut, Mur dan Aksesoris) dan TOOLS (Peralatan Teknik) - PASAR NONGKO;Jl. R. M. Said No.212, Mangkubumen, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139;Mangkubumen, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57139;Indonesia;89672287113;-7.556.682;1.108.126.006;https://maps.google.com/?cid=0x0:0x158ec7cf91bfbe30;;
hardware store;Toko Bahan Bangunan;TB. LESTARI ALAM;Jl. Dr. Rajiman No.645, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;271711923;-7.568.523;110.788.532;https://maps.google.com/?cid=0x0:0xbe6faa54fe166974;;
