"Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link",Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link
,building materials,Toko Bahan Bangunan,TB.MERIBA (Toko Bangunan),"7WX6+4XP, Taler, Tondano Tim., Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085696259199,,,12.978.375,1.249.124.531,https://maps.google.com/?cid=0x0:0x92ba361f80294412,
,building materials,Toko Bahan Bangunan,CV. Suma Tirta Kencana,"FVQR+3F3, Kairagi Tiram, Jl. Raya Manado - Bitung, Kairagi Satu, Kec. Mapanget, Kota Manado, Sulawesi Utara","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,0431812333,,,14.878.452,124.890.946,https://maps.google.com/?cid=0x0:0x330362a456611672,
,building materials,Pemasok Bahan Bangunan,Toko Bangunan Cendrawasih,"Taler, Tondano Tim., Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081343561691,,,12.984.892,1.249.127.644,https://maps.google.com/?cid=0x0:0x563050a595f334a3,
,building materials,Pemasok kayu,Somil Om texen Maumbi,"FWJ5+JQ4, Jl. Raya Paniki Atas, Maumbi, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,087754132793,,,14.815.046,124.909.466,https://maps.google.com/?cid=0x0:0xac1803d1c069e917,
,building materials,Toko Bahan Bangunan,Batako Hollowbrick Murah,"HVMH+G8Q, Bantik, Kec. Talawaan, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,087768382529,,,15.837.948,1.248.783.832,https://maps.google.com/?cid=0x0:0x8dae0cb59e40bc05,
,building materials,Toko Bahan Bangunan,"UD. WENANG PERKASA - Building Material, Tools  Hardware","Jl. Adipura Raya, Kima Atas, Kec. Mapanget, Kota Manado, Sulawesi Utara","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082188228866,,,15.402.988,1.249.127.666,https://maps.google.com/?cid=0x0:0x162cd36145df143,
,building materials,Toko,"Toko Material, Pasir, Batu, Kerikil, Teras, Fullbrick, Batu Bata","CRHQ+6CC, Pineleng I, Kec. Pineleng, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081342993174,,,1.428.055,1.248.385.021,https://maps.google.com/?cid=0x0:0x6254618d7117c868,
,building materials,Toko Bahan Bangunan,Tb sinar abadi,"GR7X+C5H, Mahawu, Kec. Tuminting, Kota Manado, Sulawesi Utara 95239","Mahawu, Kec. Tuminting, Kota Manado",SULAWESI UTARA,95239.0,Indonesia,082297952223,,,1.513.567,1.248.479.935,https://maps.google.com/?cid=0x0:0x70aa7336c5a23df1,
,building materials,Toko Bahan Bangunan,Mini Market Dembet Jaya Talawaan,"GXH4+5PG, Talawaan, Kec. Talawaan, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,0431817591,,,1.527.931,124.956.838,https://maps.google.com/?cid=0x0:0xb9c81453db77b644,
,building materials,Toko Bahan Bangunan,Berkat Mandiri Ochang Tk. Bangunan,"Jl. Raya Manado - Wori, Wori, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085298722828,,,15.782.949,1.248.653.078,https://maps.google.com/?cid=0x0:0x864cde40bfb6c0b4,
,building materials,Toko bahan makanan,Toko Berkat Usaha,"Jaga 4, Pontoh, Wori, Kabupaten Minahasa Utara, Sulawesi Utara 95376","Pontoh, Wori, Kabupaten Minahasa Utara",SULAWESI UTARA,95376.0,Indonesia,082196763582,,,16.399.345,1.249.220.934,https://maps.google.com/?cid=0x0:0x1b87281e083dfc2b,
,building materials,Toko Bahan Bangunan,BERDIKARI Toko Bangunan dan Batako,"HVGC+WQ9, Wori, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,15.772.974,1.248.719.727,https://maps.google.com/?cid=0x0:0x1055786722e03420,
,building materials,Toko Bahan Insulasi,Workshop,"FVWW+H3V, Kairagi Dua, Kec. Mapanget, Kota Manado, Sulawesi Utara","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.964.906,1.248.951.671,https://maps.google.com/?cid=0x0:0x3decafe4015986d0,
,building materials,Kantor Perusahaan,WORKSHOP RUMAH KAYU MANADO (PT. Woloan Permai Perkasa),"Woloan Dua, Woloan Satu, Kec. Tomohon Bar., Kota Tomohon, Sulawesi Utara 95422","Woloan Satu, Kec. Tomohon Bar., Kota Tomohon",SULAWESI UTARA,95422.0,Indonesia,08151604111,,,13.113.281,1.248.035.895,https://maps.google.com/?cid=0x0:0x30f6d20ea91f00d5,
,building materials,building materials,Wori,"Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,15.986.509,1.248.599.034,https://maps.google.com/?cid=0x0:0x1e44c8cf84925b11,
,building materials,Toko Bahan Bangunan,Toko Bangunan Sinar Perempatan,"HV8F+RQ3, Jl. Wori Kel Pandu, Pandu, Kec. Mapanget, Kota Manado, Sulawesi Utara","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,15.670.063,1.248.744.326,https://maps.google.com/?cid=0x0:0xf0d44e08a6373b8f,
,building materials,Toko Bahan Bangunan,Batako Hollowbrick Murah,"HVMH+G8Q, Bantik, Kec. Talawaan, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,087768382529,,,15.837.948,1.248.783.832,https://maps.google.com/?cid=0x0:0x8dae0cb59e40bc05,
,building materials,Toko Bahan Bangunan,"UD. WENANG PERKASA - Building Material, Tools  Hardware","Jl. Adipura Raya, Kima Atas, Kec. Mapanget, Kota Manado, Sulawesi Utara","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082188228866,,,15.402.988,1.249.127.666,https://maps.google.com/?cid=0x0:0x162cd36145df143,
,building materials,Toko Bahan Bangunan,Toko Sinar Pandu,"HV4C+JM8, Jl. Raya Manado - Wori, Pandu, Kec. Mapanget, Kota Manado, Sulawesi Utara","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,1.556.528,1.248.716.947,https://maps.google.com/?cid=0x0:0xab4dd425940dbfb5,
,building materials,Kompleks Townhouse,Korpri Abadi,"GWFM+83C, Jl. Manado-Dimembe, Mapanget, Kec. Talawaan, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,15.233.189,12.493.264,https://maps.google.com/?cid=0x0:0xf78ec0cce2cd02f1,
,building materials,Toko Bahan Bangunan,UD MARKOLINK,"Paniki Dua, Kec. Mapanget, Kota Manado, Sulawesi Utara","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085256732552,,,15.171.433,1.249.257.762,https://maps.google.com/?cid=0x0:0xdadcfef9d0d96e4b,
,building materials,Toko Bahan Bangunan,TOKO CAHAYA ABADI PANDU,"HV6F+976, Pandu, Kec. Mapanget, Kota Manado, Sulawesi Utara","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,15.609.229,1.248.731.305,https://maps.google.com/?cid=0x0:0xd58cd9eec0ca828b,
,building materials,Toko bahan makanan,Kios BERKAT USAHA,"FWR7+32M, Jl. Raya Paniki Atas, Paniki Atas, Kec. Talawaan, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.902.221,1.249.125.427,https://maps.google.com/?cid=0x0:0x4ceb9f945ca273e0,
,building materials,Pemasok Semen Ready-mix,PT Varia Usaha Beton,"Jl. Kima Raya 2 Blok S-1b, s-2, Kima Atas, Mapanget, Manado City, North Sulawesi 90242","s-2, Kima Atas, Mapanget, Manado City",SULAWESI UTARA,90242.0,Indonesia,,,,15.580.317,1.249.069.444,https://maps.google.com/?cid=0x0:0xad088e320c56eecf,
,toko bangunan,toko bangunan,Sulawesi Utara 95371,"Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.172.327,1.249.876.821,https://maps.google.com/?cid=0x0:0x80e87fd6189d70fc,
,toko bangunan,Toko Bahan Bangunan,Depo Bangunan Baru,"Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,08114667779,,,14.209.652,1.249.858.983,https://maps.google.com/?cid=0x0:0x39d09d0fdcf3ce9a,
,toko bangunan,Toko Bahan Bangunan,Toko Bangunan Alden,"Jl. SBY No.70, Sukur, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082366436061,,,14.611.442,1.249.666.508,https://maps.google.com/?cid=0x0:0xc92a017c991e4486,
,toko bangunan,Toko Bahan Bangunan,"Toko Bahan Bangunan Deandre""""","CXFR+3RH, Unnamed Road, Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.226.814,1.249.920.987,https://maps.google.com/?cid=0x0:0xae28e79f39bf6c0a,
,toko bangunan,Toko Bahan Bangunan,Toko Bahan Bangunan Adel Jaya,"Jl. Arnold Mononutu, Airmadidi Atas, Kec. Airmadidi, Kota Manado, Sulawesi Utara 95371","Airmadidi Atas, Kec. Airmadidi, Kota Manado",SULAWESI UTARA,95371.0,Indonesia,081356527782,,,14.263.083,124.980.685,https://maps.google.com/?cid=0x0:0x99117017828bdce0,
,toko bangunan,Toko Bahan Bangunan,Toko bangunan Rejeki Jaya,"CXX5+7G4, Jl. Sukur - Likupang, Sukur, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,0811431341,,,14.481.495,1.249.588.422,https://maps.google.com/?cid=0x0:0x30a202e84321b74d,
,toko bangunan,Toko Bahan Bangunan,"Cipta Sarana, Sukur, Airmadidi","Jl. Raya Manado - Bitung, Sukur, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.476.341,1.249.596.084,https://maps.google.com/?cid=0x0:0x666bbfc04e00e06c,
,toko bangunan,Toko Bahan Bangunan,Toko Bangunan Pelangi Jaya,"CXCP+8C6, Jl. Arnold Mononutu, Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,0431892154,,,14.207.968,1.249.860.006,https://maps.google.com/?cid=0x0:0xfaa036c485707fb1,
,toko bangunan,Toko Perlengkapan Rumah,Toko Sumber Meubel Elektronik Bangunan,"Jl. Raya Manado - Bitung, Sarongsong I, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085146472422,,,14.279.751,1.249.791.172,https://maps.google.com/?cid=0x0:0xfe4620b5cfc9b497,
,toko bangunan,Toko Bahan Bangunan,Toko Bangunan Palaron,"Jl Wanua ure, Sukur, Kec. Airmadidi, Manado, Sulawesi Utara 95371","Sukur, Kec. Airmadidi, Manado",SULAWESI UTARA,95371.0,Indonesia,085342896522,,,14.366.318,1.249.650.486,https://maps.google.com/?cid=0x0:0x38b999988966bc93,
,toko bangunan,Toko,Toko GRAND HARDWARE,"CXJH+22P, Sarongsong I, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.300.932,1.249.775.741,https://maps.google.com/?cid=0x0:0xd5bea6e4e94329b1,
,toko bangunan,Toko Perlengkapan Rumah,MR.DIY,"Jl. Raya Manado - Bitung No.871, Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,1.419.665,1.249.877.989,https://maps.google.com/?cid=0x0:0x6b10aff0b5f80bb8,
,toko bangunan,Toko Bahan Bangunan,Toko Bangunan Chiko Matungkas,"FXF9+7QQ, Jl. Sukur - Likupang, Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085340940004,,,14.732.046,1.249.694.978,https://maps.google.com/?cid=0x0:0xb10a524c66bf6d30,
,toko bangunan,Toko Bahan Bangunan,TOKO SURYA JAYA,"Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085761113781,,,14.753.625,1.249.663.016,https://maps.google.com/?cid=0x0:0xeb72aa0f66a8a80b,
,toko bangunan,Toko Bahan Bangunan,Tk. Bahan bangunan VIFANLIA,"Jl. Raya Manado - Bitung, Sukur, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085341918984,,,14.491.178,1.249.581.447,https://maps.google.com/?cid=0x0:0xc22266a1dd8ff5c0,
,toko bangunan,Toko Bahan Bangunan,TOKO BANGUNAN MS,"Dekat matungkas , kec dimembe, Jl. Raya Likupang, Kec. Airmadidi, Sulawesi Utara 95371","kec dimembe, Jl. Raya Likupang, Kec. Airmadidi",SULAWESI UTARA,95371.0,Indonesia,085396672112,,,14.667.282,124.966.547,https://maps.google.com/?cid=0x0:0x56f7823a657be343,
,toko bangunan,Toko Bahan Bangunan,TOKO BANGUNAN RIZKY BADAS,"Kawangkoan, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081330119059,,,14.590.841,1.249.327.088,https://maps.google.com/?cid=0x0:0x99b35880d1e58868,
,toko bangunan,Toko Alat Tulis Kantor,Toko Trendy Airmadidi,"Rumah Sakit Umum Tonsea, Sarongsong I, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.273.575,1.249.787.793,https://maps.google.com/?cid=0x0:0xf99c9aa0fefefbbf,
,toko bangunan,Toko Bahan Bangunan,Lancar Jaya Bangunan,"CXJG+X2P, Jl. Raya Manado - Bitung, Sarongsong II, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.324.515,1.249.750.698,https://maps.google.com/?cid=0x0:0x1a5bcb53e44112e8,
,toko bangunan,Toko bahan makanan,Toko Lancar Jaya Bangunan  Aneka Plastik,"Jl. Raya Manado - Bitung No.Kel, Sarongsong I, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085100170177,,,14.235.877,1.249.834.191,https://maps.google.com/?cid=0x0:0xc218799e8ebb6215,
,toko bangunan,Toko Bahan Bangunan,UD. Ria Jaya,"Sukur, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,0811409476,,,14.503.394,1.249.601.121,https://maps.google.com/?cid=0x0:0x7edd56340f1e2460,
,toko bangunan,toko bangunan,Sulawesi Utara 95373,"Paniki Atas, Kec. Talawaan, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.974.733,1.249.238.636,https://maps.google.com/?cid=0x0:0x3a1e3c0a99b6788f,
,toko bangunan,Toko Bahan Bangunan,TOKO SURYA JAYA,"Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085761113781,,,14.753.625,1.249.663.016,https://maps.google.com/?cid=0x0:0xeb72aa0f66a8a80b,
,toko bangunan,Toko Bahan Bangunan,UD.Murni 2 Dimembe - Toko Material dan Bahan Bangunan,"Samping Lorong Olahraga, Jl. Sukur - Likupang, Jaga V, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara 95373","Jl. Sukur - Likupang, Jaga V, Kec. Dimembe, Kabupaten Minahasa Utara",SULAWESI UTARA,95373.0,Indonesia,,,,14.907.004,1.249.758.544,https://maps.google.com/?cid=0x0:0xb183ee6014b14e0b,
,toko bangunan,Toko Bahan Bangunan,Toko Bangunan Chiko Matungkas,"FXF9+7QQ, Jl. Sukur - Likupang, Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085340940004,,,14.732.046,1.249.694.978,https://maps.google.com/?cid=0x0:0xb10a524c66bf6d30,
,toko bangunan,Toko Bahan Bangunan,Toko Bangunan Malak Matungkas,"FXC9+636, Matungkas Jaga X, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081356833133,,,14.705.375,1.249.676.406,https://maps.google.com/?cid=0x0:0x1c9d1d8d885ff988,
,toko bangunan,Toko Bahan Bangunan,Toko Bangunan Berkat Anugerah,"FXGC+56F, Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085166903897,,,14.754.432,1.249.705.573,https://maps.google.com/?cid=0x0:0x5392f2726457469d,
,toko bangunan,Toko Perlengkapan Rumah,Toko Bangunan Jaya Tetey,"GXF6+528, Tetey, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081356412097,,,15.229.244,1.249.600.769,https://maps.google.com/?cid=0x0:0x5a0684c8b62a34d,
,toko bangunan,Toko Bahan Bangunan,Toko Bangunan Agung Abadi,"Zero Point, Depan SPBU, Ruko Bevalue No.3, Matungkas, Kec. Dimembe, Manado, Sulawesi Utara","Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081356769191,,,14.612.429,1.249.665.856,https://maps.google.com/?cid=0x0:0x924560f0b7bf05bd,
,toko bangunan,Toko Bahan Bangunan,Duta Bangunan UD,"HX2X+R8M, Wasian, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,0431893623,,,15.520.905,1.249.982.821,https://maps.google.com/?cid=0x0:0xf6fcbb9443ad3ce9,
,toko bangunan,Toko Bahan Bangunan,DeDo Supermarket,"Jl. Raya Manado - Bitung, Maumbi, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082363111170,,,14.783.792,1.249.086.253,https://maps.google.com/?cid=0x0:0x2d4a0393891ebb97,
,toko bangunan,Toko Bahan Bangunan,TOKO BANGUNAN RIZKY BADAS,"Kawangkoan, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081330119059,,,14.590.841,1.249.327.088,https://maps.google.com/?cid=0x0:0x99b35880d1e58868,
,toko bangunan,Toko Bahan Bangunan,Triberkat Toko Bangunan,"FV2M+H3P, Sawangan, Kec. Tombulu, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.516.151,1.248.823.958,https://maps.google.com/?cid=0x0:0xb1724ee606aad0ec,
,toko bangunan,Kios,Toko Bangunan dan Sembako,"FW88+HJJ, Watutumou II, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,087773953145,,,14.664.691,1.249.165.212,https://maps.google.com/?cid=0x0:0x21990419e38de381,
,toko bangunan,Toko Bahan Bangunan,TB.MERIBA (Toko Bangunan),"7WX6+4XP, Taler, Tondano Tim., Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085696259199,,,12.978.375,1.249.124.531,https://maps.google.com/?cid=0x0:0x92ba361f80294412,
,toko bangunan,Pemasok Bahan Bangunan,Toko Bangunan Cendrawasih,"Taler, Tondano Tim., Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081343561691,,,12.984.892,1.249.127.644,https://maps.google.com/?cid=0x0:0x563050a595f334a3,
,toko bangunan,Toko Bahan Bangunan,Toko Bangunan Sinar Berkat,"Warembungan, Kec. Pineleng, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082259753525,,,1.417.257,124.821.793,https://maps.google.com/?cid=0x0:0x9454d0623758efea,
,toko bangunan,Pasar bahan bangunan,Toko Bangunan Wapon Jaya,"Jl. Sea induk, Sea I, Kec. Pineleng, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085340309099,,,14.291.092,1.247.997.913,https://maps.google.com/?cid=0x0:0x2216e5af37ff6b7a,
,toko bangunan,Grosir,Toko Samudra,"HX3X+HF6, Jl. Sukur - Likupang, Wasian, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,15.539.114,1.249.986.522,https://maps.google.com/?cid=0x0:0x7a6ca99e7558105b,
,toko bangunan,Toko Perlengkapan Rumah,Toko Sumber Meubel Elektronik Bangunan,"Jl. Raya Manado - Bitung, Sarongsong I, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085146472422,,,14.279.751,1.249.791.172,https://maps.google.com/?cid=0x0:0xfe4620b5cfc9b497,
,toko bangunan,Toko Bahan Bangunan,Toko Elgio,"G325+5H6 jaga 6, Klabat, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,15.004.081,1.250.588.788,https://maps.google.com/?cid=0x0:0x91b8dd84ce8d44aa,
,toko bangunan,Toko Bahan Bangunan,Depo Bangunan Baru,"Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,08114667779,,,14.209.652,1.249.858.983,https://maps.google.com/?cid=0x0:0x39d09d0fdcf3ce9a,
,toko bangunan,Kantor Perusahaan,CV Bangunan Karya Mandiri,"Jl. Trans Sulawesi No.mor 88, Tateli, Kec. Mandolang, Kabupaten Minahasa, Sulawesi Utara 95661","Tateli, Kec. Mandolang, Kabupaten Minahasa",SULAWESI UTARA,95661.0,Indonesia,081389898887,,,14.418.019,1.247.530.328,https://maps.google.com/?cid=0x0:0x8c3a90a3b9407031,
,toko bangunan,Toko Bahan Bangunan,Toko Sumber Bangunan Pineleng,"CRGQ+VCG, Jl. Raya Manado Tomohon, Pineleng I, Kec. Pineleng, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.271.958,1.248.385.828,https://maps.google.com/?cid=0x0:0x5bfd3a32058d5029,
,toko bangunan,Toko Bahan Bangunan,Kios Devin,"FX9C+FPX, Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.686.889,1.249.717.395,https://maps.google.com/?cid=0x0:0x7c2c40fb8a21903e,
,toko bangunan,Toko Bahan Bangunan,Toko Bangunan Sumber Mas,"6VJ7+Q9H, Jl. Tondano - Kakas, Timu, Kec. Remboken, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082310002528,,,12.319.396,1.248.634.961,https://maps.google.com/?cid=0x0:0x15d858ffa7b9cdcc,
,toko bangunan,Toko Bahan Bangunan,Toko Bahan Bangunan,"FRWX+995, Jl. Soputan, Singkil Satu, Kec. Singkil, Kota Manado, Sulawesi Utara","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.958.803,1.248.484.916,https://maps.google.com/?cid=0x0:0x87a9bba92591a12e,
,toko bangunan,Kios,Toko Bangunan dan Sembako,"FW88+HJJ, Watutumou II, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,087773953145,,,14.664.691,1.249.165.212,https://maps.google.com/?cid=0x0:0x21990419e38de381,
,toko bangunan,Toko Bahan Bangunan,Toko sumber terang,"Jl. Ir. Soekarno No.88, Kolongan Tetempangan, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,089698079913,,,14.764.815,1.249.366.244,https://maps.google.com/?cid=0x0:0x804c90914228033c,
,toko bangunan,Toko Bahan Bangunan,TOKO BANGUNAN RIZKY BADAS,"Kawangkoan, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081330119059,,,14.590.841,1.249.327.088,https://maps.google.com/?cid=0x0:0x99b35880d1e58868,
,toko bangunan,Toko Bahan Bangunan,Toko Permata Bangunan,"Mapanget, Kec. Talawaan, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085761113911,,,15.353.249,1.249.290.076,https://maps.google.com/?cid=0x0:0xf49bcf0b466cfbd5,
,toko bangunan,Toko Bahan Bangunan,Bersinar,"Jl. Raya Manado - Bitung, Maumbi, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.809.633,1.249.044.372,https://maps.google.com/?cid=0x0:0x72672058ff597ce7,
