Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link;;
hardware store;Toko Perlengkapan Rumah;MR. D.I.Y (Always Low Price);"Jl. Poros Samabusa, Siriwini, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Siriwini, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;;;;-33.413.555;1.355.304.359;https://maps.google.com/?cid=0x0:0xde1a6b4213298ebe;;;
hardware store;hardware store;Papua 98814;"Girimulyo, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-34.456.907;1.355.535.013;https://maps.google.com/?cid=0x0:0x7098cb2b4624b565;;;
hardware store;Toko Bahan Bangunan;Bahan Bangunan  Sparepart DIPAJAYA;"BUMIWONOREJO, Jl. Perintis, Bumi Wonorejo, Distrik Nabire, Kabupaten Nabire, Papua 98813";"Jl. Perintis, Bumi Wonorejo, Distrik Nabire, Kabupaten Nabire";PAPUA;98813;Indonesia;085242353535;;;-33.901.568;1.354.882.999;https://maps.google.com/?cid=0x0:0x2e1f4e55f23f8c6f;;;
hardware store;Toko;TB Taruna;"JG93+5P8, Karang Tumaritis, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Karang Tumaritis, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.820.831;1.355.043.291;https://maps.google.com/?cid=0x0:0x129d093cb59918ec;;;
hardware store;Toko Bahan Bangunan;Lancar Jaya Sparepart;"JF7R+567, Unnamed Road, Kec., Bumi Wonorejo, Distrik Nabire, Kabupaten Nabire, Papua 98818";"Unnamed Road, Kec., Bumi Wonorejo, Distrik Nabire, Kabupaten Nabire";PAPUA;98818;Indonesia;081230739093;;;-3.387.089;1.354.905.332;https://maps.google.com/?cid=0x0:0xd28d18479052e079;;;
hardware store;Toko;Depo Bangunan SP2;"HFF7+J3W, Wadio, Distrik Nabire Barat, Kabupaten Nabire, Papua 98856";"Wadio, Distrik Nabire Barat, Kabupaten Nabire";PAPUA;98856;Indonesia;;;;-34.258.989;1.354.626.972;https://maps.google.com/?cid=0x0:0xdf99ca3afbb8c376;;;
hardware store;Toko Bahan Bangunan;TB Mega;"JG93+6M2, Jl. Patriot, Girimulyo, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Patriot, Girimulyo, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;082139048516;;;-33.819.847;1.355.041.355;https://maps.google.com/?cid=0x0:0xbf3b6db35b0e5db2;;;
hardware store;Toko Buku >>u0026 Alat Sekolah;GLOBAL JAYA (TOKO ATKPLASTIK);"Jl. Ampera, Kali Harapan, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Kali Harapan, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;082323873737;;;-33.768.823;1.355.112.581;https://maps.google.com/?cid=0x0:0x5cd01bad392d3a14;;;
hardware store;Toko Ponsel;FINDTECH STORE;"Jl. Surabaya, RT.01/RW.01, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"RT.01/RW.01, Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081240339291;;;-33.666.407;1.355.114.633;https://maps.google.com/?cid=0x0:0x20ddd42c0fcac68f;;;
hardware store;Toko Komputer;ACC Computer;"Jl. Pemuda, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081343313313;;;-33.628.588;1.355.002.353;https://maps.google.com/?cid=0x0:0x3f80d1593b0a4f40;;;
hardware store;Toko Ponsel;RINDANG STORE HANDPHONE  AKSESORIS HANDPHONE;"SAMPING TOKO BAJU PURNAMA, Jl. Merdeka, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Merdeka, Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;085186807778;;;-336.017;135.501.185;https://maps.google.com/?cid=0x0:0xb58773319dd75756;;;
hardware store;Toko Swalayan;"Toko sinar papua , sam ratulangi";"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;081275756363;;;-33.556.033;1.355.090.228;https://maps.google.com/?cid=0x0:0xd1a4b743e8911299;;;
hardware store;Toko Perlengkapan Rumah;Toko MR nabire;"JF5Q+Q4W, Jl. Perintis, Bumi Wonorejo, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;082156718700;;;-33.905.117;1.354.878.254;https://maps.google.com/?cid=0x0:0xff12375ed0177bbd;;;
hardware store;Toko Buku >>u0026 Alat Sekolah;CHANTIKA STORE;"Jl. Drs. A. Gobai, Girimulyo, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Girimulyo, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081252618553;;;-33.806.537;1.355.069.335;https://maps.google.com/?cid=0x0:0x28f8062d6ed5e276;;;
hardware store;Toko Bahan Bangunan;Toko Bangunan Naruto;"HF63+5VV, Bumi Raya, Distrik Nabire Barat, Kabupaten Nabire, Papua 98856";"Bumi Raya, Distrik Nabire Barat, Kabupaten Nabire";PAPUA;98856;Indonesia;082238176348;;;-34.396.331;1.354.549.358;https://maps.google.com/?cid=0x0:0x9ffc8c66dce0fa89;;;
hardware store;Toko bahan makanan;Tk makmur;"JGC3+6RJ, Jl. Jend. Sudirman, Karang Tumaritis, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Jend. Sudirman, Karang Tumaritis, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-3.379.415;1.355.045.242;https://maps.google.com/?cid=0x0:0xd754c57f23b254f;;;
hardware store;Toko Alat Tulis Kantor;FOTOCOPY WARNA WARNI;"JF5P+MQ8, Bumi Wonorejo, Distrik Nabire, Kabupaten Nabire, Papua 98818";"Bumi Wonorejo, Distrik Nabire, Kabupaten Nabire";PAPUA;98818;Indonesia;;;;-33.909.368;1.354.869.344;https://maps.google.com/?cid=0x0:0x8f27c536fd538370;;;
hardware store;Pasar;Pasar Karang Tumaritis;"JG94+H25, Karang Tumaritis, Pertama, Kabupaten Nabire, Papua 98811";"Karang Tumaritis, Pertama, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.811.125;1.355.051.094;https://maps.google.com/?cid=0x0:0xc469f93d86f1b1a0;;;
hardware store;Toko;URIFA Kios Alat Tulis dan Minuman;"Girimulyo, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.808.287;1.355.075.109;https://maps.google.com/?cid=0x0:0x2d0b0fa65377e1db;;;
hardware store;hardware store;Nabire;"Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-33.722.254;1.355.016.253;https://maps.google.com/?cid=0x0:0x4d0a137f319b277d;;;
hardware store;Toko Bahan Bangunan;Toko Nasional;"JGR3+449, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;082185621364;;;-33.597.207;1.355.028.525;https://maps.google.com/?cid=0x0:0x410898dda7560144;;;
hardware store;Toko;Mr.DIY XAPN;"JGF6+95J, Kali Harapan, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Kali Harapan, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.751.727;1.355.100.539;https://maps.google.com/?cid=0x0:0x73a3efdff7700e9c;;;
hardware store;Toko Bahan Bangunan;TOKO BANGUNAN NABIRE SANTOSO MITRA SEJAHTERA;"Jl. Dr. Sam Ratulangi No.2, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98817";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98817;Indonesia;085787541264;;;-33.600.958;1.355.020.964;https://maps.google.com/?cid=0x0:0xb6a38fe67511aebd;;;
hardware store;Pemasok Bahan Bangunan;Toko Bangunan Duta Tunggal Anugerah (DTA);"JGQ2+XR7, Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;098425750;;;-33.600.946;1.355.020.576;https://maps.google.com/?cid=0x0:0x7c6c633951692b44;;;
hardware store;Toko Bahan Bangunan;"CV Pilar Sinar Bangunan (Bahan bangunan, Mesin, Spare Part, alat listrik, alat teknik, ban mobil, sanitary)";"Jl. R.E. Martadinata, Nabarua, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Nabarua, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;082199540758;;;-33.522.772;1.355.120.037;https://maps.google.com/?cid=0x0:0x29b90fc21e4ae0c;;;
hardware store;Hotel bintang 3;Toko Karya Papua;"JGG4+8J8, Jl. Ahmad Yani, Kota Baru, Kali Harapan, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Ahmad Yani, Kota Baru, Kali Harapan, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081272737855;;;-33.742.135;1.355.065.848;https://maps.google.com/?cid=0x0:0x4b6a1ab7adfbe248;;;
hardware store;Toko Bahan Bangunan;Toko Bangunan VULGATA;"MG3C+55H, Nabarua, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Nabarua, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;;;;-33.470.637;1.355.204.887;https://maps.google.com/?cid=0x0:0x4108742d230d213b;;;
hardware store;Dealer Honda;CV Sinar Pagi - Honda;"ground floor, Jl. Merdeka, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98815";"Jl. Merdeka, Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98815;Indonesia;081248663000;;;-33.615.543;1.355.026.413;https://maps.google.com/?cid=0x0:0x624595379b497812;;;
hardware store;Toko Alat-Alat;Toko sumber jaya Nabire;"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;081313888758;;;-33.569.207;1.355.071.541;https://maps.google.com/?cid=0x0:0xcadc455773768702;;;
hardware store;Dealer Sepeda Motor;Astra Motor Nabire;"Jl. Poros Samabusa Jl. R.E. Martadinata, Nabarua, Distrik Nabire, Kabupaten Nabire, Papua 98817";"Nabarua, Distrik Nabire, Kabupaten Nabire";PAPUA;98817;Indonesia;085244090066;;;-3.349.336;135.516.427;https://maps.google.com/?cid=0x0:0x318460ef713f25b;;;
hardware store;hardware store;Papua 98815;"Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-3.371.512;1.355.535.013;https://maps.google.com/?cid=0x0:0xa57571eb51d4df14;;;
hardware store;Toko;Mr.DIY XAPN;"JGF6+95J, Kali Harapan, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Kali Harapan, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.751.727;1.355.100.539;https://maps.google.com/?cid=0x0:0x73a3efdff7700e9c;;;
hardware store;Toko Bahan Bangunan;Toko Nasional;"JGR3+449, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;082185621364;;;-33.597.207;1.355.028.525;https://maps.google.com/?cid=0x0:0x410898dda7560144;;;
hardware store;Hotel bintang 3;Toko Karya Papua;"JGG4+8J8, Jl. Ahmad Yani, Kota Baru, Kali Harapan, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Ahmad Yani, Kota Baru, Kali Harapan, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081272737855;;;-33.742.135;1.355.065.848;https://maps.google.com/?cid=0x0:0x4b6a1ab7adfbe248;;;
hardware store;Toko Bahan Bangunan;"CV Pilar Sinar Bangunan (Bahan bangunan, Mesin, Spare Part, alat listrik, alat teknik, ban mobil, sanitary)";"Jl. R.E. Martadinata, Nabarua, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Nabarua, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;082199540758;;;-33.522.772;1.355.120.037;https://maps.google.com/?cid=0x0:0x29b90fc21e4ae0c;;;
hardware store;Toko Buku >>u0026 Alat Sekolah;GLOBAL JAYA (TOKO ATKPLASTIK);"Jl. Ampera, Kali Harapan, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Kali Harapan, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;082323873737;;;-33.768.823;1.355.112.581;https://maps.google.com/?cid=0x0:0x5cd01bad392d3a14;;;
hardware store;Toko Alat-Alat;Toko sumber jaya Nabire;"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;081313888758;;;-33.569.207;1.355.071.541;https://maps.google.com/?cid=0x0:0xcadc455773768702;;;
hardware store;Toko Komputer;ACC Computer;"Jl. Pemuda, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081343313313;;;-33.628.588;1.355.002.353;https://maps.google.com/?cid=0x0:0x3f80d1593b0a4f40;;;
hardware store;Toko Bahan Bangunan;Toko Bangunan VULGATA;"MG3C+55H, Nabarua, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Nabarua, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;;;;-33.470.637;1.355.204.887;https://maps.google.com/?cid=0x0:0x4108742d230d213b;;;
hardware store;Toko Ponsel;RINDANG STORE HANDPHONE  AKSESORIS HANDPHONE;"SAMPING TOKO BAJU PURNAMA, Jl. Merdeka, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Merdeka, Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;085186807778;;;-336.017;135.501.185;https://maps.google.com/?cid=0x0:0xb58773319dd75756;;;
hardware store;Toko Ponsel;FINDTECH STORE;"Jl. Surabaya, RT.01/RW.01, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"RT.01/RW.01, Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081240339291;;;-33.666.407;1.355.114.633;https://maps.google.com/?cid=0x0:0x20ddd42c0fcac68f;;;
hardware store;Toko Suku Cadang Motor;Wahana Bikers;"JGH5+3V8, jl. ternate, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"jl. ternate, Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;0811494666;;;-33.723.419;1.355.097.111;https://maps.google.com/?cid=0x0:0x6f59055036262a9;;;
hardware store;Toko Buku >>u0026 Alat Sekolah;CHANTIKA STORE;"Jl. Drs. A. Gobai, Girimulyo, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Girimulyo, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081252618553;;;-33.806.537;1.355.069.335;https://maps.google.com/?cid=0x0:0x28f8062d6ed5e276;;;
hardware store;hardware store;Nabire;"Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-33.722.254;1.355.016.253;https://maps.google.com/?cid=0x0:0x4d0a137f319b277d;;;
hardware store;Toko Bahan Bangunan;TOKO BANGUNAN NABIRE SANTOSO MITRA SEJAHTERA;"Jl. Dr. Sam Ratulangi No.2, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98817";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98817;Indonesia;085787541264;;;-33.600.958;1.355.020.964;https://maps.google.com/?cid=0x0:0xb6a38fe67511aebd;;;
hardware store;Pemasok Bahan Bangunan;Toko Bangunan Duta Tunggal Anugerah (DTA);"JGQ2+XR7, Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;098425750;;;-33.600.946;1.355.020.576;https://maps.google.com/?cid=0x0:0x7c6c633951692b44;;;
hardware store;Toko;TB Taruna;"JG93+5P8, Karang Tumaritis, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Karang Tumaritis, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.820.831;1.355.043.291;https://maps.google.com/?cid=0x0:0x129d093cb59918ec;;;
hardware store;Toko Bahan Bangunan;Bahan Bangunan  Sparepart DIPAJAYA;"BUMIWONOREJO, Jl. Perintis, Bumi Wonorejo, Distrik Nabire, Kabupaten Nabire, Papua 98813";"Jl. Perintis, Bumi Wonorejo, Distrik Nabire, Kabupaten Nabire";PAPUA;98813;Indonesia;085242353535;;;-33.901.568;1.354.882.999;https://maps.google.com/?cid=0x0:0x2e1f4e55f23f8c6f;;;
hardware store;Toko Bahan Bangunan;Lancar Jaya Sparepart;"JF7R+567, Unnamed Road, Kec., Bumi Wonorejo, Distrik Nabire, Kabupaten Nabire, Papua 98818";"Unnamed Road, Kec., Bumi Wonorejo, Distrik Nabire, Kabupaten Nabire";PAPUA;98818;Indonesia;081230739093;;;-3.387.089;1.354.905.332;https://maps.google.com/?cid=0x0:0xd28d18479052e079;;;
hardware store;Toko Swalayan;Swalayan Senyum 5000;"Jl. R.E. Martadinata, Nabarua, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Nabarua, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;081248640935;;;-33.536.811;1.355.089.512;https://maps.google.com/?cid=0x0:0xc97f7dbd580a57e;;;
hardware store;Dealer Honda;CV Sinar Pagi - Honda;"ground floor, Jl. Merdeka, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98815";"Jl. Merdeka, Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98815;Indonesia;081248663000;;;-33.615.543;1.355.026.413;https://maps.google.com/?cid=0x0:0x624595379b497812;;;
hardware store;Toko Bahan Bangunan;TB Mega;"JG93+6M2, Jl. Patriot, Girimulyo, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Patriot, Girimulyo, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;082139048516;;;-33.819.847;1.355.041.355;https://maps.google.com/?cid=0x0:0xbf3b6db35b0e5db2;;;
hardware store;Dealer Sepeda Motor;Astra Motor Nabire;"Jl. Poros Samabusa Jl. R.E. Martadinata, Nabarua, Distrik Nabire, Kabupaten Nabire, Papua 98817";"Nabarua, Distrik Nabire, Kabupaten Nabire";PAPUA;98817;Indonesia;085244090066;;;-3.349.336;135.516.427;https://maps.google.com/?cid=0x0:0x318460ef713f25b;;;
hardware store;Toko bahan makanan;Tk makmur;"JGC3+6RJ, Jl. Jend. Sudirman, Karang Tumaritis, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Jend. Sudirman, Karang Tumaritis, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-3.379.415;1.355.045.242;https://maps.google.com/?cid=0x0:0xd754c57f23b254f;;;
hardware store;Toko Bahan Bangunan;Toko Multi Bangunan;"Jl. Dr. Sam Ratulangi No.26, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-3.359.637;135.500.162;https://maps.google.com/?cid=0x0:0x98ed43eaecd09cca;;;
hardware store;Pemasok Bahan Bangunan;Toko Sinar Surya (Jotun);"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98817";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98817;Indonesia;081331364111;;;-33.556.552;1.355.091.443;https://maps.google.com/?cid=0x0:0x3a82fb69fb9b82d0;;;
hardware store;Percetakan Komersial;"ARYA PANDAWA (ATK, Komputer, Digital Printing  Percetakan";"Jl. Kusuma Bangsa, Kali Susu, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Kali Susu, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;08114885050;;;-335.852;1.355.073.224;https://maps.google.com/?cid=0x0:0x2f64e3e4aa143cf3;;;
hardware store;Toko Swalayan;"Toko sinar papua , sam ratulangi";"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;081275756363;;;-33.556.033;1.355.090.228;https://maps.google.com/?cid=0x0:0xd1a4b743e8911299;;;
hardware store;hardware store;Papua 98816;"Oyehe, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-33.368.356;1.355.299.142;https://maps.google.com/?cid=0x0:0xd25a82ff96a1566a;;;
hardware store;Toko;Mr.DIY XAPN;"JGF6+95J, Kali Harapan, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Kali Harapan, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.751.727;1.355.100.539;https://maps.google.com/?cid=0x0:0x73a3efdff7700e9c;;;
hardware store;Toko Perlengkapan Rumah;MR. D.I.Y (Always Low Price);"Jl. Poros Samabusa, Siriwini, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Siriwini, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;;;;-33.413.555;1.355.304.359;https://maps.google.com/?cid=0x0:0xde1a6b4213298ebe;;;
hardware store;Pemasok Bahan Bangunan;Toko Sinar Surya (Jotun);"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98817";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98817;Indonesia;081331364111;;;-33.556.552;1.355.091.443;https://maps.google.com/?cid=0x0:0x3a82fb69fb9b82d0;;;
hardware store;Toko Bahan Bangunan;"CV Pilar Sinar Bangunan (Bahan bangunan, Mesin, Spare Part, alat listrik, alat teknik, ban mobil, sanitary)";"Jl. R.E. Martadinata, Nabarua, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Nabarua, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;082199540758;;;-33.522.772;1.355.120.037;https://maps.google.com/?cid=0x0:0x29b90fc21e4ae0c;;;
hardware store;Hotel bintang 3;Toko Karya Papua;"JGG4+8J8, Jl. Ahmad Yani, Kota Baru, Kali Harapan, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Ahmad Yani, Kota Baru, Kali Harapan, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081272737855;;;-33.742.135;1.355.065.848;https://maps.google.com/?cid=0x0:0x4b6a1ab7adfbe248;;;
hardware store;Toko Alat-Alat;Toko sumber jaya Nabire;"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;081313888758;;;-33.569.207;1.355.071.541;https://maps.google.com/?cid=0x0:0xcadc455773768702;;;
hardware store;Toko Bahan Bangunan;Toko Bangunan VULGATA;"MG3C+55H, Nabarua, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Nabarua, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;;;;-33.470.637;1.355.204.887;https://maps.google.com/?cid=0x0:0x4108742d230d213b;;;
hardware store;Toko Swalayan;"Toko sinar papua , sam ratulangi";"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;081275756363;;;-33.556.033;1.355.090.228;https://maps.google.com/?cid=0x0:0xd1a4b743e8911299;;;
hardware store;Dealer Honda;CV Sinar Pagi - Honda;"ground floor, Jl. Merdeka, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98815";"Jl. Merdeka, Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98815;Indonesia;081248663000;;;-33.615.543;1.355.026.413;https://maps.google.com/?cid=0x0:0x624595379b497812;;;
hardware store;Toko Buku >>u0026 Alat Sekolah;GLOBAL JAYA (TOKO ATKPLASTIK);"Jl. Ampera, Kali Harapan, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Kali Harapan, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;082323873737;;;-33.768.823;1.355.112.581;https://maps.google.com/?cid=0x0:0x5cd01bad392d3a14;;;
hardware store;Gudang;Toko Bangunan Sumber Baru;"Jl. Poros Samabusa, Sanoba, Distrik Nabire, Kabupaten Nabire, Papua 98817";"Sanoba, Distrik Nabire, Kabupaten Nabire";PAPUA;98817;Indonesia;081249246222;;;-33.111.674;1.355.621.805;https://maps.google.com/?cid=0x0:0xfd98704d8ddc348d;;;
hardware store;Dealer Sepeda Motor;Astra Motor Nabire;"Jl. Poros Samabusa Jl. R.E. Martadinata, Nabarua, Distrik Nabire, Kabupaten Nabire, Papua 98817";"Nabarua, Distrik Nabire, Kabupaten Nabire";PAPUA;98817;Indonesia;085244090066;;;-3.349.336;135.516.427;https://maps.google.com/?cid=0x0:0x318460ef713f25b;;;
hardware store;Toko Ponsel;FINDTECH STORE;"Jl. Surabaya, RT.01/RW.01, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"RT.01/RW.01, Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081240339291;;;-33.666.407;1.355.114.633;https://maps.google.com/?cid=0x0:0x20ddd42c0fcac68f;;;
hardware store;Toko Komputer;ACC Computer;"Jl. Pemuda, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081343313313;;;-33.628.588;1.355.002.353;https://maps.google.com/?cid=0x0:0x3f80d1593b0a4f40;;;
hardware store;Toko Suku Cadang Motor;Wahana Bikers;"JGH5+3V8, jl. ternate, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"jl. ternate, Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;0811494666;;;-33.723.419;1.355.097.111;https://maps.google.com/?cid=0x0:0x6f59055036262a9;;;
hardware store;Toko Percetakan;"WIJES (ATK, Fotocopy  Print)";"Jl. Kusuma Bangsa, Kali Susu, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Kali Susu, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081248407160;;;-33.593.039;1.355.057.144;https://maps.google.com/?cid=0x0:0xcffdd059cc28371f;;;
hardware store;Toko Buku >>u0026 Alat Sekolah;CHANTIKA STORE;"Jl. Drs. A. Gobai, Girimulyo, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Girimulyo, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081252618553;;;-33.806.537;1.355.069.335;https://maps.google.com/?cid=0x0:0x28f8062d6ed5e276;;;
